gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
VEGFA,1,HEART,"","","","","",EFO_0000678,0.549318413722349,"pterygium: A wedge-shaped fibrovascular lesion arising from the bulbar conjunctiva and extending to the cornea. It is caused by chronic exposure to solar ultraviolet radiation, heat, and dust. It may cause severe vision loss. Studies have linked pterygium to neoplastic proliferation and suggest that it may be a stem cell disorder.",ENSG00000112715
SREBF1,1,KIDNEY,"","","","","",Orphanet_1839,0.549236728489765,"Hereditary mucoepithelial dysplasia: A condition that affects the skin, hair, mucosa (areas ofthe body that are lined with mucus), gums (gingiva), eyes, nose and lungs. Symptoms typically begin in infancy and may include development of cataracts (clouding of the eye lens); blindness; hair loss (alopecia); abnormal changes to the perineum (the area between the anus and external genitalia); and small, skin-colored bumps (keratosis pilaris). Terminal lung disease has also been reported. The cause of HMD is thought to be an abnormality in desmosomes and gap junctions, which are structures involved in cell-to-cell contact. HMD typically follows autosomal dominant inheritance, but has occurred sporadically (in an individual who has no family history of the condition). Treatment typically focuses on individual symptoms of the condition.",ENSG00000072310
COL4A4,1,LUNG,"","","","","",Orphanet_1949,0.549217898545053,Benign familial neonatal seizures: A rare genetic epilepsy syndrome characterized by the occurrence of afebrile seizures in otherwise healthy newborns with onset in the first few days of life.,ENSG00000081052
VEGFA,1,HEART,"","","","","",EFO_0005753,0.548944096679187,ocular vascular disease: a disease that occurs in the vasculature of the eye,ENSG00000112715
CELSR1,1,SMLINT,"","","","","",Orphanet_823,0.548807896258183,Isolated spina bifida: A spina bifida (disease) that is not part of a larger syndrome.,ENSG00000075275
ATP6V1B2,1,LUNG,"","","","","",Orphanet_3231,0.548506694208906,"Deafness-onychodystrophy syndrome: Deafness-onychodystrophy syndrome is a group of rare, genetic, developmental defect during embryogenesis disorders characterized by the association of sensorineural deafness and onychodystrophy (e.g. absent/hypoplastic finger and toenails), as well as brachydactyly and finger-like thumbs. Additional features present in one of the diseases comprising this group include osteodystrophy, intellectual disability, seizures, developmental delay, and distinctive facies.",ENSG00000147416
COL4A3,1,HEART,"","","","","",EFO_0007778,0.546056793821045,urinary albumin to creatinine ratio: quantification of the ratio of albumin to creatinine in a urine sample,ENSG00000169031
JAK1,1,HEART,"","","","","",MONDO_0044903,0.545134288550766,"myelofibrosis: A partial or complete replacement of the bone marrow stroma by fibrous tissue. It can be a primary bone marrow lesion as part of the chronic myeloproliferative disorders (chronic idiopathic myelofibrosis), a manifestation of acute myeloid leukemia (acute panmyelosis with myelofibrosis), or a secondary phenomenon due to bone marrow involvement by a metastatic tumor (e.g., metastatic breast carcinoma). --2003",ENSG00000162434
SREBF1,1,KIDNEY,"","","","","",MONDO_0100221,0.545130285659935,IFAP syndrome 2: NA,ENSG00000072310
MYH14,1,LUNG,"","","","","",Orphanet_397744,0.544068960429016,Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome: NA,ENSG00000105357
BRCA2,1,ADRNL,"","","","","",EFO_1001331,0.543794449223397,"Genital neoplasm, female: A primary or metastatic malignant neoplasm involving the female reproductive system. Representative examples include endometrial carcinoma, cervical carcinoma, ovarian carcinoma, uterine corpus leiomyosarcoma, adenosarcoma, malignant mixed mesodermal (mullerian) tumor, and gestational choriocarcinoma.",ENSG00000139618
COL4A3,1,HEART,"","","","","",Orphanet_1949,0.543726449546936,Benign familial neonatal seizures: A rare genetic epilepsy syndrome characterized by the occurrence of afebrile seizures in otherwise healthy newborns with onset in the first few days of life.,ENSG00000169031
CELSR1,1,SMLINT,"","","","","",Orphanet_268357,0.542785660795708,Neural tube closure defect: A disease that has its basis in the disruption of neural tube closure.,ENSG00000075275
SLC18A2,1,ADRNL,"","","","","",MONDO_0002009,0.541572329923138,major depressive disorder: An episode of depression lasting two or more weeks without an intervening episode of mania.,ENSG00000165646
XDH,1,LUNG,"","","","","",Orphanet_93602,0.541061958512446,"Xanthinuria type II: Type II xanthinuria, a type of classical xanthinuria (see this term), is a rare autosomal recessive disorder of purine metabolism characterized by the deficiency of both xanthine dehydrogenase and aldehyde oxidase, leading to the formation of urinary xanthine urolithiasis and leading, in some patients, to kidney failure. Other less common manifestations include arthropathy, myopathy and duodenal ulcer, while some patients remain asymptomatic.",ENSG00000158125
ADRA1B,1,HEART,"","","","","",EFO_0005531,0.540921181759359,"urticaria: Urticaria is a kind of skin rash notable for pale red, raised, itchy bumps that might also cause a burning or stinging sensation. It is often but not necessarily caused by an allergic reaction.",ENSG00000170214
LMBR1,1,ADRNL,"","","","","",Orphanet_294939,0.540004817719218,"Preaxial polydactyly of fingers: Preaxial polydactyly of fingers is a limb malformation syndrome characterized by the attachment of a superfluous digit on the first digit. Four types have been defined: Type I (PPD1 or biphalangeal thumb polydactyly) which shows duplication of one or more skeletal components of a biphalangeal thumb; type II (PPD2 or polydactyly of a triphalangeal thumb) which involves the presence of a usually opposable triphalangeal thumb with or without additional duplication of thumb; type III (PPD3 or polydactyly of an index finger) where the thumb is replaced by one or two triphalangeal digits with dermatoglyphic pattern specific for the index finger; and type IV (PPD4 or polysyndactyly) which shows variably mild degrees of thumb duplication and variable syndactyly between 3rd and 4th fingers (see these terms). Among the four types, PPD1 is the most frequent form. Preaxial polydactyly of fingers is caused by disruptions to the developmental patterning of the limb along the anterior-posterior axis that lead to changes in digit number and identity.",ENSG00000105983
KMT2C,1,SPLEEN,"","","","","",Orphanet_261494,0.538922616803341,"Kleefstra syndrome: Kleefstra syndrome (KS) is a genetic disorder characterized by intellectual disability, childhood hypotonia, severe expressive speech delay and a distinctive facial appearance with a spectrum of additional clinical features.",ENSG00000055609
ADRA1B,1,HEART,"","","","","",EFO_1001228,0.538771087053453,ureterolithiasis: The presence of a calculus in the ureter of the kidney; this is most often composed of mineral salts and proteins.,ENSG00000170214
CHRDL1,1,KIDNEY,"","","","","",HP_0000485,0.53875398434703,Megalocornea: An enlargement of the cornea with normal clarity and function. Megalocornea is diagnosed with a horizontal corneal diameter of 12 mm or more at birth or 13 mm or more after two years of age.,ENSG00000101938
SRSF2,1,COLON,"","","","","",HP_0000979,0.538295532404829,"Purpura: Purpura (from Latin: purpura, meaning ""purple"") is the appearance of red or purple discolorations on the skin that do not blanch on applying pressure. They are caused by bleeding underneath the skin. This term refers to an abnormally increased susceptibility to developing purpura. Purpura are larger than petechiae.",ENSG00000161547
KCNK3,1,HEART,"","","","","",EFO_0002687,0.536486223503143,"ischemia reperfusion injury: Some of the known risk factors for cardiovascular disease (hypercholesterolaemia, hypertension, and diabetes) appear to exaggerate many of the microvascular alterations elicited by ischaemia and reperfusion (I/R). The inflammatory mediators released as a consequence of reperfusion also appear to activate endothelial cells in remote organs that are not exposed to the initial ischaemic insult. This distant response to I/R can result in leukocyte-dependent microvascular injury that is characteristic of the multiple organ dysfunction syndrome. Adaptational responses to I/R injury have been demonstrated that allow for protection of briefly ischaemic tissues against the harmful effects of subsequent, prolonged ischaemia, a phenomenon called ischaemic preconditioning.",ENSG00000171303
ABCG8,1,LIVER,"","","","","",EFO_0004799,0.534985402297821,cholelithiasis: The presence of calculi in the gallbladder.,ENSG00000143921
ADGRG2,1,COLON,"","","","","",MONDO_0010178,0.534929634755552,"congenital bilateral aplasia of vas deferens from CFTR mutation: An autosomal recessive disorder that is associated with mutation(s) in the CFTR gene, encoding cystic fibrosis transmembrane conductance regulator. Mutation(s) in the same gene are associated with cystic fibrosis.",ENSG00000173698
HNRNPA2B1,1,ADRNL,"","","","","",Orphanet_52430,0.534844954745723,"Inclusion body myopathy with Paget disease of bone and frontotemporal dementia: Inclusion body myopathy with Paget disease of bone and frontotemporal dementia (IBMPFD) is a multisystem degenerative genetic disorder characterized by adult-onset proximal and distal muscle weakness (clinically resembling limb-girdle muscular dystrophy); early-onset Paget disease of bone, manifesting with bone pain, deformity and enlargement of the long-bones; and premature frontotemporal dementia, manifesting first with dysnomia, dyscalculia and comprehension deficits followed by progressive aphasia, alexia, and agraphia. As the disease progresses, muscle weakness begins to affect the other limbs and respiratory muscles, ultimately resulting in respiratory or cardiac failure.",ENSG00000122566
JAK1,1,HEART,"","","","","",MONDO_0013730,0.533774154049433,graft versus host disease: Acute graft-versus-host disease (GVHD) occurs after allogeneic hematopoietic stem cell transplant and is a reaction of donor immune cells against host tissues. Activated donor T cells damage host epithelial cells after an inflammatory cascade that begins with the preparative regimen.,ENSG00000162434
CELSR1,1,SMLINT,"","","","","",EFO_0003105,0.532553531392864,spina bifida: A congenital neural tube defect in which vertebrae are not fully formed. It results in the protrusion of the spinal cord through the opening of the vertebrae.,ENSG00000075275
GABRA6,1,CORTEX,"","","","","",EFO_1002048,0.532479560948706,kidney failure: An acute or chronic condition that is characterized by the inability of the kidneys to adequately filter the blood. [ NCIt:P378 ],ENSG00000145863
KCNK3,1,HEART,"","","","","",EFO_1002048,0.531902092425761,kidney failure: An acute or chronic condition that is characterized by the inability of the kidneys to adequately filter the blood. [ NCIt:P378 ],ENSG00000171303
RHOH,1,SPLEEN,"","","","","",Orphanet_302,0.531617496557758,Epidermodysplasia verruciformis: Epidermodysplasia verruciformis (EV) is a rare inherited genodermatosis characterized by chronic infection with human papillomavirus (HPV) leading to polymorphous cutaneous lesions and high risk of developing non melanoma skin cancer.,ENSG00000168421
SLC25A13,1,COLON,"","","","","",Orphanet_247525,0.531594298548912,"Citrullinemia type I: Citrullinemia type 1 is a rare autosomal recessive urea cycle defect characterized clinically by hyperammonemia, progressive lethargy, poor feeding and vomiting in the neonatal form (Acute neonatal citrullinemia type 1, see this term) and by variable hyperammonemia in the later-onset form (Adult-onset citrullinemia type 1, see this term).",ENSG00000004864
ABCG2,1,KIDNEY,"","","","","",EFO_0004761,0.531186699188732,"uric acid measurement: Is a quantification of uric acid, typically in blood. Uric acid is associated with gout, insulin resistance and cardivascular disease.",ENSG00000118777
GABRA6,1,CORTEX,"","","","","",EFO_0007453,0.531147847824364,"postpartum depression: An endogenous depression that involves intense, sustained and sometimes disabling depression experienced by women after giving birth.",ENSG00000145863
GATB,1,ADRNL,"","","","","",MONDO_0030007,0.529205500365854,combined oxidative phosphorylation deficiency 41: NA,ENSG00000059691
SRSF2,1,COLON,"","","","","",EFO_1000201,0.528784664397162,Common Hematopoietic Neoplasm: URL: https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&code=C7588&ns=NCI_Thesaurus,ENSG00000161547
TMEM260,1,SPLEEN,"","","","","",Orphanet_3404,0.528463065093105,"Ulbright-Hodes syndrome: Ulbright-Hodes syndrome is characterised by renal dysplasia, growth retardation, phocomelia or mesomelia, radiohumeral fusion, rib abnormalities, anomalies of the external genitalia and a potter-like facies. The syndrome has been described in three infants (one pair of sibs and an unrelated case), all of whom died shortly after birth from respiratory distress resulting from pulmonary hypoplasia and oligohydramnios caused by renal dysplasia. The mode of transmission appears to be autosomal recessive.",ENSG00000070269
PAPPA2,1,KIDNEY,"","","","","",EFO_0004324,0.527184114455289,"body weights and measures: Measurements of the height, weight, length, area, etc., of the human and animal body or its parts.",ENSG00000116183
