rat_ensembl_gene,ome,tissue,node,rat_gene_symbol,human_gene_symbol,human_ensembl_gene,chr,gene_start,gene_end,male.logFC,male.phenotypic_expression_Z,male.genetic_expression_Z,female.logFC,female.phenotypic_expression_Z,female.genetic_expression_Z,num_twas_hits,twas_hits
ENSRNOG00000018662,TRNSCRPT,LIVER,8w_F1_M1,Amacr,AMACR,ENSG00000242110,chr5,33986178,34008108,0.259594170252433,0.609133362987771,,0.415115933471886,0.701367374413274,,0,""
ENSRNOG00000019014,TRNSCRPT,LIVER,8w_F1_M1,Ndst1,NDST1,ENSG00000070614,chr5,150485818,150558211,0.254754063684969,0.660014162984146,,0.431168175048734,0.762670367382439,,0,""
ENSRNOG00000019215,TRNSCRPT,LIVER,8w_F1_M1,Cd151,CD151,ENSG00000177697,chr11,832884,839720,1.49486156367622,3.42788601189187,,0.805646524784658,1.36930327617078,,4,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Reticulocyte_count, UKB_21001_Body_mass_index_BMI"
ENSRNOG00000019412,TRNSCRPT,LIVER,8w_F1_M1,Rhbg,RHBG,ENSG00000132677,chr1,156369212,156385219,0.849621634616184,1.17416450893816,,0.257476081173917,0.320421529892656,,0,""
ENSRNOG00000019656,TRNSCRPT,LIVER,8w_F1_M1,Btd,BTD,ENSG00000169814,chr3,15601341,15645822,0.217509228406854,0.571088262155968,,0.117180225174573,0.208948663246276,,2,"UKB_20022_Birth_weight, UKB_23099_Body_fat_percentage"
ENSRNOG00000019834,TRNSCRPT,LIVER,8w_F-1_M-1,Hsp90ab1,HSP90AB1,ENSG00000096384,chr6,44246166,44253888,-0.455939349059871,-1.18029759036271,,-0.0940930021698371,-0.166316280936125,,0,""
ENSRNOG00000020468,TRNSCRPT,LIVER,8w_F1_M1,Stard4,STARD4,ENSG00000164211,chr5,111496033,111512590,0.244461773670796,0.530912913847777,,0.20219659752662,0.3406828401942,,2,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count"
ENSRNOG00000020817,TRNSCRPT,LIVER,8w_F1_M1,Cyp2a3,CYP2A7,ENSG00000198077,chr19,40875439,40882752,0.105149812795332,0.110007188840543,,0.0540824829977687,0.0431182849916423,,0,""
ENSRNOG00000020918,TRNSCRPT,LIVER,8w_F-1_M-1,Ccnd1,CCND1,ENSG00000110092,chr11,69641087,69654474,-0.367367728688606,-0.787576806479807,,-1.10599002342632,-1.69148822656206,,0,""
ENSRNOG00000020989,TRNSCRPT,LIVER,8w_F1_M1,Tm7sf2,TM7SF2,ENSG00000149809,chr11,65111861,65116384,0.597276640103833,1.08016998303209,,0.276971342004643,0.424894322195747,,0,""
ENSRNOG00000021061,TRNSCRPT,LIVER,8w_F1_M1,Map4k2,MAP4K2,ENSG00000168067,chr11,64784914,64803241,0.589672291369998,1.55953592360185,,0.100298201649375,0.177790497995792,,0,""
ENSRNOG00000021164,TRNSCRPT,LIVER,8w_F-1_M-1,Stip1,STIP1,ENSG00000168439,chr11,64185272,64204543,-0.422406010168592,-1.0945801064094,,-0.131488974753454,-0.232501938116681,,3,"IBD.EUR.Crohns_Disease, IBD.EUR.Inflammatory_Bowel_Disease, SSGAC_Education_Years_Pooled"
ENSRNOG00000021314,TRNSCRPT,LIVER,8w_F1_M1,Fdft1,FDFT1,ENSG00000079459,chr8,11795573,11839309,0.684283443490707,1.34776583044959,,0.121610966977826,0.191145591030631,,0,""
ENSRNOG00000022242,TRNSCRPT,LIVER,8w_F-1_M-1,Cxcl9,CXCL9,ENSG00000138755,chr4,76001275,76007488,-0.475633523499479,-0.622634497700088,,-0.295485636216724,-0.378028465080219,,1,IBD.EUR.Inflammatory_Bowel_Disease
ENSRNOG00000022392,TRNSCRPT,LIVER,8w_F-1_M-1,Hspb8,HSPB8,ENSG00000152137,chr12,119178642,119221131,-0.249783700044924,-0.498088589419031,,-0.21482481224206,-0.321502913596826,,1,UKB_21001_Body_mass_index_BMI
ENSRNOG00000023162,TRNSCRPT,LIVER,8w_F-1_M-1,Ca14,CA14,ENSG00000118298,chr1,150257159,150265078,-0.559854467932795,-1.10564100106008,,-0.16743407506285,-0.26142617259395,,0,""
ENSRNOG00000024213,TRNSCRPT,LIVER,8w_F-1_M-1,Golim4,GOLIM4,ENSG00000173905,chr3,168008677,168095975,-0.245042921207082,-0.668470391734873,,-0.107223210526042,-0.19303376911904,,6,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Sum_eosinophil_basophil_counts, GIANT_HEIGHT, ILAE_Genetic_generalised_epilepsy, UKB_50_Standing_height"
ENSRNOG00000024705,TRNSCRPT,LIVER,8w_F-1_M-1,Rarres2,RARRES2,ENSG00000106538,chr7,150338319,150341674,-0.140235850476316,-0.362919957491953,,-0.225303909720327,-0.395056181132353,,0,""
ENSRNOG00000025100,TRNSCRPT,LIVER,8w_F1_M1,Ikbke,IKBKE,ENSG00000263528,chr1,206470495,206496889,0.500604582281599,1.21261704093472,,0.179309050255759,0.307018886715803,,1,Astle_et_al_2016_Eosinophil_counts
ENSRNOG00000028161,TRNSCRPT,LIVER,8w_F1_M1,Tepsin,TEPSIN,ENSG00000167302,chr17,81228277,81239091,0.394219423893243,1.0711293861639,,0.166292870090906,0.300301312527739,,0,""
ENSRNOG00000028650,TRNSCRPT,LIVER,8w_F1_M1,Inf2,INF2,ENSG00000203485,chr14,104689606,104722535,0.606333393575345,1.56550848273174,,0.152928066008409,0.266970159357802,,0,""
ENSRNOG00000029061,TRNSCRPT,LIVER,8w_F-1_M-1,Hirip3,HIRIP3,ENSG00000149929,chr16,29992321,29996436,-0.312277558021997,-0.826685113439304,,-0.253896867777914,-0.451253050850046,,1,Astle_et_al_2016_Red_blood_cell_count
ENSRNOG00000030019,TRNSCRPT,LIVER,8w_F-1_M-1,Atp1a1,ATP1A1,ENSG00000163399,chr1,116372668,116410261,-0.198599396853757,-0.515882874634254,,-0.0692193221159698,-0.121796215706158,,0,""
ENSRNOG00000030247,TRNSCRPT,LIVER,8w_F1_M1,Ankhd1,ANKHD1,ENSG00000131503,chr5,140401814,140539856,0.629775468568213,1.71084418150368,,0.181735389350271,0.328505826292775,,0,""
ENSRNOG00000030247,TRNSCRPT,LIVER,8w_F1_M1,Ankhd1,ANKHD1,ENSG00000131503,chr5,140401814,140539856,0.629775468568213,1.71084418150368,,0.181735389350271,0.31450728052566,,0,""
ENSRNOG00000030247,TRNSCRPT,LIVER,8w_F1_M1,Ankhd1,ANKHD1,ENSG00000131503,chr5,140547666,140549578,0.629775468568213,1.47802219780294,,0.181735389350271,0.328505826292775,,0,""
ENSRNOG00000030247,TRNSCRPT,LIVER,8w_F1_M1,Ankhd1,ANKHD1,ENSG00000131503,chr5,140547666,140549578,0.629775468568213,1.47802219780294,,0.181735389350271,0.31450728052566,,0,""
ENSRNOG00000030285,TRNSCRPT,LIVER,8w_F1_M1,Epha3,EPHA3,ENSG00000044524,chr3,89107524,89482134,1.17715436321066,2.64977367441774,,0.904967091757656,1.43526789271159,,0,""
ENSRNOG00000030729,TRNSCRPT,LIVER,8w_F1_M1,C4b,C4B,ENSG00000228454,chr6,32014762,32035418,0.466239097379542,1.07787690758835,,0.874708342434776,1.45172646424656,,0,""
ENSRNOG00000033663,TRNSCRPT,LIVER,8w_F-1_M-1,P4ha2,P4HA2,ENSG00000072682,chr5,132191838,132295315,-0.317016342509065,-0.766635850851687,,-0.188656302951823,-0.316082735401575,,25,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Monocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, Astle_et_al_2016_White_blood_cell_count, GIANT_HEIGHT, IBD.EUR.Crohns_Disease, IBD.EUR.Inflammatory_Bowel_Disease, IBD.EUR.Ulcerative_Colitis, TAGC_Asthma_EUR, UKB_1807_Fathers_age_at_death, UKB_20002_1065_self_reported_hypertension, UKB_20002_1111_self_reported_asthma, UKB_20002_1462_self_reported_crohns_disease, UKB_50_Standing_height, UKB_6152_8_diagnosed_by_doctor_Asthma, UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema"
ENSRNOG00000034066,TRNSCRPT,LIVER,8w_F-1_M-1,Hspa8,HSPA8,ENSG00000109971,chr11,123057489,123063230,-0.315788671561578,-0.732388770047997,,-0.204558807491219,-0.324061668032234,,0,""
ENSRNOG00000036837,TRNSCRPT,LIVER,8w_F1_M1,Nfe2,NFE2,ENSG00000123405,chr12,54292111,54301121,0.989228740152325,1.89078844719106,,0.891679239960429,1.39199763573581,,0,""
ENSRNOG00000037853,TRNSCRPT,LIVER,8w_F1_M1,Rarres1,RARRES1,ENSG00000118849,chr3,158696892,158732696,0.41312759529629,0.853040137221935,,0.203590306118778,0.294672354924086,,2,"GIANT_HEIGHT, UKB_20022_Birth_weight"
ENSRNOG00000038436,TRNSCRPT,LIVER,8w_F-1_M-1,RGD1307100,KIAA1109,ENSG00000138688,chr4,122152333,122362758,-0.257746717802829,-0.694238871567774,,-0.221106613196972,-0.397108217212926,,3,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Red_blood_cell_count, UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema"
ENSRNOG00000043377,TRNSCRPT,LIVER,8w_F1_M1,Fdps,FDPS,ENSG00000160752,chr1,155308748,155319802,0.64050247249168,1.20037905817258,,0.303821522491339,0.46605042829815,,0,""
ENSRNOG00000045679,TRNSCRPT,LIVER,8w_F-1_M-1,Apoa1,APOA1,ENSG00000118137,chr11,116835751,116837950,-0.469301538573327,-1.0519506381985,,-0.527325439745762,-0.841686878006877,,3,"Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Red_blood_cell_count, GLGC_Mc_HDL"
ENSRNOG00000046996,TRNSCRPT,LIVER,8w_F1_M1,Pea15,PEA15,ENSG00000162734,chr1,160205337,160215376,0.242748920660219,0.63695794579051,,0.237928583460888,0.424730396307559,,0,""
ENSRNOG00000047123,TRNSCRPT,LIVER,8w_F-1_M-1,Tstd1,TSTD1,ENSG00000215845,chr1,161037631,161038990,-0.280594862446908,-0.701514277847278,,-0.487409223421371,-0.83955256505246,,0,""
ENSRNOG00000047657,TRNSCRPT,LIVER,8w_F1_M1,C4a,C4A,ENSG00000244207,chr6,31982024,32002681,0.25376573083269,0.537263267907117,,0.218564718704641,0.348476171481789,,0,""
ENSRNOG00000051483,TRNSCRPT,LIVER,8w_F1_M1,Selenow,SELENOW,ENSG00000178980,chr19,47778572,47784684,0.7441612846337,1.87325133087623,,0.210006331911692,0.3705028235281,,0,""
ENSRNOG00000051854,TRNSCRPT,LIVER,8w_F1_M1,Enpep,ENPEP,ENSG00000138792,chr4,110365733,110565285,0.320469881766164,0.782973462019704,,0.473939801885781,0.79589554966155,,1,UKB_20002_1065_self_reported_hypertension
ENSRNOG00000053086,TRNSCRPT,LIVER,8w_F1_M1,Selenop,SELENOP,ENSG00000250722,chr5,42804656,42887392,0.069856001116923,0.17141042517159,,0.174236043416106,0.30493118426063,,1,UKB_50_Standing_height
ENSRNOG00000053244,TRNSCRPT,LIVER,8w_F-1_M-1,Spp2,SPP2,ENSG00000072080,chr2,234050679,234077134,-0.219079409973506,-0.425492928437018,,-0.115267588199521,-0.172240727177317,,0,""
ENSRNOG00000056728,TRNSCRPT,LIVER,8w_F1_M1,G6pd,G6PD,ENSG00000160211,chrX,154531391,154547254,0.414402999780954,1.0412564799008,,0.482390874029781,0.841039606849367,,0,""
ENSRNOG00000057620,TRNSCRPT,LIVER,8w_F1_M1,Slc6a8,SLC6A8,ENSG00000130821,chrX,153688099,153696593,0.738033282778072,1.63746686133439,,0.173325507427428,0.279722370935023,,0,""
ENSRNOG00000061768,TRNSCRPT,LIVER,8w_F1_M1,Slc43a3,SLC43A3,ENSG00000134802,chr11,57406954,57427580,0.19879778355986,0.475318646449567,,0.452014995506447,0.769501133286293,,2,"Astle_et_al_2016_Platelet_count, UKB_20127_Neuroticism_score"
ENSRNOG00000061883,TRNSCRPT,LIVER,8w_F1_M1,Aqp9,AQP9,ENSG00000103569,chr15,58138169,58185911,0.210368256645102,0.489322190062576,,0.211878368297643,0.345840918486409,,0,""
ENSRNOG00000000221,TRNSCRPT,LUNG,8w_F-1_M-1,Abhd5,ABHD5,ENSG00000011198,chr3,43690113,43734371,-0.150727780453341,-0.464044900228996,,-0.0652563143052562,-0.15005429728853,,0,""
ENSRNOG00000000569,TRNSCRPT,LUNG,8w_F-1_M-1,Vsir,VSIR,ENSG00000107738,chr10,71747559,71773498,-0.0877479650994317,-0.278566360207763,,-0.097303546258431,-0.227571357487237,,1,Astle_et_al_2016_Monocyte_count
ENSRNOG00000000632,TRNSCRPT,LUNG,8w_F-1_M-1,Cdk1,CDK1,ENSG00000170312,chr10,60778331,60794852,-0.384290211267424,-1.09961553987722,,-0.274700019335596,-0.609867056090442,,2,"UKB_21001_Body_mass_index_BMI, UKB_50_Standing_height"
ENSRNOG00000000633,TRNSCRPT,LUNG,8w_F1_M1,Rhobtb1,RHOBTB1,ENSG00000072422,chr10,60869438,61001440,0.0862782402261874,0.273257338809876,,0.066943524388272,0.155140474964849,,0,""
ENSRNOG00000000836,TRNSCRPT,LUNG,8w_F-1_M-1,Ltb,LTB,ENSG00000204487,chr6,31580525,31582522,-0.290208773621928,-0.76935309588385,,-0.131645048125477,-0.275602446235412,,0,""
ENSRNOG00000001152,TRNSCRPT,LUNG,8w_F-1_M-1,Glp1r,GLP1R,ENSG00000112164,chr6,39048798,39087743,-0.419089031528183,-0.834521173653368,-0.834522008175793,-0.388335325409641,-0.730948565716753,-0.730949296666415,0,""
ENSRNOG00000001167,TRNSCRPT,LUNG,8w_F-1_M-1,Ubash3a,UBASH3A,ENSG00000160185,chr21,42403447,42447681,-0.521568975511284,-1.32952822280265,,-0.316088827867671,-0.665392371909667,,5,"Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Reticulocyte_count, RA_OKADA_TRANS_ETHNIC, UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis, UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema"
ENSRNOG00000001518,TRNSCRPT,LUNG,8w_F-1_M-1,Itga6,ITGA6,ENSG00000091409,chr2,172427354,172506282,-0.23387528728632,-0.603842654534203,,-0.167791686707348,-0.34896457833348,,0,""
ENSRNOG00000001527,TRNSCRPT,LUNG,8w_F-1_M-1,Cd80,CD80,ENSG00000121594,chr3,119525091,119559602,-0.491492138991348,-1.18456749958131,,-0.296955167582072,-0.576716784778771,,2,"UKB_50_Standing_height, UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack"
ENSRNOG00000002135,TRNSCRPT,LUNG,8w_F1_M1,Sgcb,SGCB,ENSG00000163069,chr4,52020706,52038482,0.173919533122411,0.585321855938108,,0.0723540666620037,0.172158659339,,1,UKB_20002_1065_self_reported_hypertension
ENSRNOG00000002188,TRNSCRPT,LUNG,8w_F-1_M-1,Hpse,HPSE,ENSG00000173083,chr4,83292461,83335153,-0.257129872346036,-0.645455979592353,,-0.151245451326657,-0.311800648952983,,2,"UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage"
ENSRNOG00000002215,TRNSCRPT,LUNG,8w_F1_M1,Mylk,MYLK,ENSG00000065534,chr3,123610049,123884331,0.0915711939857363,0.291200666820842,,0.138009952377645,0.318503629280885,,0,""
ENSRNOG00000002418,TRNSCRPT,LUNG,8w_F-1_M-1,Tgfb2,TGFB2,ENSG00000092969,chr1,218346235,218444619,-0.271905371772154,-0.751802331922172,,-0.180697031616448,-0.382143073999636,,0,""
ENSRNOG00000002462,TRNSCRPT,LUNG,8w_F1_M1,B9d1,B9D1,ENSG00000108641,chr17,19337554,19378182,0.862113582952282,2.69820340241677,,2.02768814140042,4.6930874103947,,0,""
ENSRNOG00000002511,TRNSCRPT,LUNG,8w_F1_M1,Flt4,FLT4,ENSG00000037280,chr5,180601506,180649624,0.164940667628078,0.48828296530847,,0.167770922875901,0.373940332019011,,0,""
ENSRNOG00000002618,TRNSCRPT,LUNG,8w_F1_M1,Ivns1abp,IVNS1ABP,ENSG00000116679,chr1,185296388,185317329,0.246582520117318,0.723046983510019,,0.260120395293571,0.575942832318041,,1,Astle_et_al_2016_Monocyte_count
ENSRNOG00000002722,TRNSCRPT,LUNG,8w_F1_M1,Sec14l1,SEC14L1,ENSG00000129657,chr17,77088950,77217101,0.156442594983778,0.476706934712637,,0.095038318884562,0.216491108146452,,0,""
ENSRNOG00000003207,TRNSCRPT,LUNG,8w_F-1_M-1,Fmnl1,FMNL1,ENSG00000184922,chr17,45222223,45247266,-0.129215083210925,-0.436918415131024,,-0.0590065147592297,-0.141303639734924,,0,""
ENSRNOG00000003209,TRNSCRPT,LUNG,8w_F-1_M-1,Pcp4l1,PCP4L1,ENSG00000248485,chr1,161258727,161285450,-0.277273568586279,-0.587841546171478,,-0.171410347083299,-0.309374105120098,,0,""
ENSRNOG00000003357,TRNSCRPT,LUNG,8w_F-1_M-1,Col3a1,COL3A1,ENSG00000168542,chr2,188974320,189012746,-0.421575805942039,-1.04731828346973,,-0.167569047823399,-0.3364208645746,,0,""
ENSRNOG00000003587,TRNSCRPT,LUNG,8w_F1_M1,Vegfd,VEGFD,ENSG00000165197,chrX,15345591,15384376,0.328212205337694,0.759498175824724,,0.514151229783688,1.00866736440417,,0,""
ENSRNOG00000003620,TRNSCRPT,LUNG,8w_F1_M1,Fmo3,FMO3,ENSG00000007933,chr1,171090877,171117819,0.216819361272403,0.526335407427729,,0.189287039546617,0.361749250623283,,0,""
ENSRNOG00000004062,TRNSCRPT,LUNG,8w_F-1_M-1,C4bpa,C4BPA,ENSG00000123838,chr1,207104262,207144972,-0.375792980980911,-0.377629030850965,,-0.116498045945819,-0.11196136667639,,0,""
ENSRNOG00000004303,TRNSCRPT,LUNG,8w_F1_M1,Timp3,TIMP3,ENSG00000100234,chr22,32801701,32863043,0.258377547328698,0.776525135936411,,0.198279203767338,0.449320308568165,,0,""
ENSRNOG00000004346,TRNSCRPT,LUNG,8w_F-1_M-1,Notch3,NOTCH3,ENSG00000074181,chr19,15159038,15200981,-0.130666777428831,-0.396991515586218,,-0.21616902702068,-0.477732607905572,,1,UKB_2395_2_Hair_or_balding_pattern_Pattern_2
ENSRNOG00000004405,TRNSCRPT,LUNG,8w_F-1_M-1,Pigr,PIGR,ENSG00000162896,chr1,206928518,206946466,-0.280716514268117,-0.464864081485354,,-0.0623771671362642,-0.0969156969848619,,0,""
ENSRNOG00000004555,TRNSCRPT,LUNG,8w_F1_M1,Sec14l3,SEC14L3,ENSG00000100012,chr22,30447959,30472049,0.141782419189824,0.285779141800634,,0.0332377332347838,0.0567545344641437,,0,""
ENSRNOG00000004555,TRNSCRPT,LUNG,8w_F1_M1,Sec14l3,SEC14L3,ENSG00000100012,chr22,30447959,30472049,0.141782419189824,0.285779141800634,,0.0332377332347838,0.0594565526620448,,0,""
ENSRNOG00000004555,TRNSCRPT,LUNG,8w_F1_M1,Sec14l3,SEC14L3,ENSG00000100012,chr22,30488913,30505711,0.141782419189824,0.293461029463025,,0.0332377332347838,0.0567545344641437,,0,""
ENSRNOG00000004555,TRNSCRPT,LUNG,8w_F1_M1,Sec14l3,SEC14L3,ENSG00000100012,chr22,30488913,30505711,0.141782419189824,0.293461029463025,,0.0332377332347838,0.0594565526620448,,0,""
ENSRNOG00000004861,TRNSCRPT,LUNG,8w_F-1_M-1,Itga4,ITGA4,ENSG00000115232,chr2,181457207,181536187,-0.151780407947131,-0.467046541376134,,-0.208859178710912,-0.476634355707137,,8,"Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_Monocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, Astle_et_al_2016_White_blood_cell_count"
ENSRNOG00000004964,TRNSCRPT,LUNG,8w_F1_M1,Erbb3,ERBB3,ENSG00000065361,chr12,56079857,56103505,0.210236965980295,0.603468371719814,,0.0682606682487913,0.148361296274163,,14,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, RA_OKADA_TRANS_ETHNIC, SSGAC_Education_Years_Pooled, TAGC_Asthma_EUR, UKB_1160_Sleep_duration, UKB_20002_1065_self_reported_hypertension, UKB_20002_1111_self_reported_asthma, UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema, UKB_20016_Fluid_intelligence_score, UKB_20022_Birth_weight, UKB_21001_Body_mass_index_BMI, UKB_6152_8_diagnosed_by_doctor_Asthma, UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema"
ENSRNOG00000005542,TRNSCRPT,LUNG,8w_F1_M1,Apob,APOB,ENSG00000084674,chr2,21001429,21044073,4.62801518282607,9.70799966323467,,0.66987110761843,1.24208343689236,,6,"GLGC_Mc_HDL, GLGC_Mc_LDL, GLGC_Mc_TG, MAGNETIC_IDL.TG, MAGNETIC_LDL.C, UKB_20002_1473_self_reported_high_cholesterol"
ENSRNOG00000005565,TRNSCRPT,LUNG,8w_F-1_M-1,Traf3ip3,TRAF3IP3,ENSG00000009790,chr1,209756032,209778173,-0.307636320146396,-0.936512306634097,,-0.152096239605162,-0.345751646491441,,3,"Astle_et_al_2016_Red_blood_cell_count, Astle_et_al_2016_Sum_eosinophil_basophil_counts, UKB_20002_1065_self_reported_hypertension"
ENSRNOG00000005620,TRNSCRPT,LUNG,8w_F-1_M-1,Lcp2,LCP2,ENSG00000043462,chr5,170246237,170298227,-0.155202236272192,-0.489358408426385,,-0.0751784641190942,-0.172786742259925,,0,""
ENSRNOG00000006079,TRNSCRPT,LUNG,8w_F-1_M-1,Psd4,PSD4,ENSG00000125637,chr2,113157325,113209396,-0.141325983650986,-0.440531987232541,,-0.0919039995630512,-0.209936133627304,,3,"Astle_et_al_2016_Neutrophil_count, RA_OKADA_TRANS_ETHNIC, UKB_1160_Sleep_duration"
ENSRNOG00000006410,TRNSCRPT,LUNG,8w_F1_M1,Akap5,AKAP5,ENSG00000179841,chr14,64465499,64474503,0.233530783500544,0.66962870247161,,0.257992599724311,0.568325277240984,,2,"UKB_1180_Morning_or_evening_person_chronotype, UKB_23099_Body_fat_percentage"
ENSRNOG00000006565,TRNSCRPT,LUNG,8w_F-1_M-1,Fstl4,FSTL4,ENSG00000053108,chr5,133196455,133612564,-0.719915111076182,-1.32434101204126,,-0.234782963331776,-0.362773847783889,,1,UKB_50_Standing_height
ENSRNOG00000006952,TRNSCRPT,LUNG,8w_F-1_M-1,Prex1,PREX1,ENSG00000124126,chr20,48624252,48827883,-0.0937593573185592,-0.296159477223863,,-0.0942239086540066,-0.218076456251366,,5,"GIANT_HEIGHT, UKB_1180_Morning_or_evening_person_chronotype, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage, UKB_50_Standing_height"
ENSRNOG00000006996,TRNSCRPT,LUNG,8w_F-1_M-1,Mms22l,MMS22L,ENSG00000146263,chr6,97142161,97283210,-0.430992629779413,-1.40326055123809,,-0.114731929226983,-0.268759907137684,,0,""
ENSRNOG00000007029,TRNSCRPT,LUNG,8w_F-1_M-1,Dnaja1,DNAJA1,ENSG00000086061,chr9,33025211,33039907,-0.259114234205095,-0.830713761668285,,-0.29838555578978,-0.691128444107348,,0,""
ENSRNOG00000007069,TRNSCRPT,LUNG,8w_F1_M1,Adhfe1,ADHFE1,ENSG00000147576,chr8,66432486,66471440,0.549942527805267,1.62406751409088,,0.348808929874459,0.770184826600064,,1,UKB_21001_Body_mass_index_BMI
ENSRNOG00000007081,TRNSCRPT,LUNG,8w_F1_M1,Xdh,XDH,ENSG00000158125,chr2,31334321,31414715,0.220631905680762,0.452792277381174,,0.0880003079662392,0.157337979730155,,0,""
ENSRNOG00000007089,TRNSCRPT,LUNG,8w_F-1_M-1,Lgmn,LGMN,ENSG00000100600,chr14,92703807,92748702,-0.177347880776136,-0.559836970054984,,-0.0351060739218295,-0.0808688813929613,,0,""
ENSRNOG00000007281,TRNSCRPT,LUNG,8w_F-1_M-1,Flnc,FLNC,ENSG00000128591,chr7,128830377,128859274,-0.330436741772103,-0.697639814111498,,-0.191316957229298,-0.341532243916807,,0,""
ENSRNOG00000007650,TRNSCRPT,LUNG,8w_F-1_M-1,Cd63,CD63,ENSG00000135404,chr12,55725323,55729661,-0.130660948830835,-0.445943996549493,,-0.0476694215883937,-0.114115135114932,,0,""
ENSRNOG00000007663,TRNSCRPT,LUNG,8w_F-1_M-1,Rps6,RPS6,ENSG00000137154,chr9,19375997,19380254,-0.216468498351844,-0.742460788760902,,-0.0488856677245448,-0.117455205472018,,1,UKB_20002_1473_self_reported_high_cholesterol
ENSRNOG00000007687,TRNSCRPT,LUNG,8w_F1_M1,Sema7a,SEMA7A,ENSG00000138623,chr15,74409289,74434467,0.253818017632625,0.662971289631717,,0.19460754919465,0.396348434861063,,0,""
ENSRNOG00000007818,TRNSCRPT,LUNG,8w_F1_M1,Slc45a4,SLC45A4,ENSG00000022567,chr8,141207166,141308305,0.349566939401147,0.992860824840967,,0.251298945561077,0.541894557765181,,11,"Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, Astle_et_al_2016_White_blood_cell_count, EGG_BW3_EUR, UKB_20022_Birth_weight"
ENSRNOG00000008052,TRNSCRPT,LUNG,8w_F-1_M-1,Atp13a2,ATP13A2,ENSG00000159363,chr1,16985958,17011928,-0.0776768908463977,-0.255110815100029,,-0.0731160915468238,-0.172330738429237,,4,"GIANT_HEIGHT, RA_OKADA_TRANS_ETHNIC, UKB_21001_Body_mass_index_BMI, UKB_50_Standing_height"
ENSRNOG00000008057,TRNSCRPT,LUNG,8w_F1_M1,Krt7,KRT7,ENSG00000135480,chr12,52232520,52252186,0.172977155116974,0.428118737880678,,0.0890639884150863,0.175529028375622,,0,""
ENSRNOG00000008138,TRNSCRPT,LUNG,8w_F1_M1,Jhy,JHY,ENSG00000109944,chr11,122882528,122959798,0.506161368508018,1.58883865463637,,0.341990122831756,0.790152362882666,,0,""
ENSRNOG00000008168,TRNSCRPT,LUNG,8w_F-1_M-1,Wnt5b,WNT5B,ENSG00000111186,chr12,1529891,1647243,-0.385504351417352,-0.96363803720677,,-0.200233377042787,-0.408210774079792,,0,""
ENSRNOG00000008249,TRNSCRPT,LUNG,8w_F-1_M-1,Brms1l,BRMS1L,ENSG00000100916,chr14,35829795,35932325,-0.406704736278104,-1.34867922249329,,-0.126352198351139,-0.300188921666465,,0,""
ENSRNOG00000008346,TRNSCRPT,LUNG,8w_F-1_M-1,Itgb6,ITGB6,ENSG00000115221,chr2,160099666,160271888,-0.243351688376154,-0.614205575486405,,-0.149564584401482,-0.304001388425437,,2,"UKB_20127_Neuroticism_score, UKB_23099_Body_fat_percentage"
