assay	feature_ID	ensembl_gene	entrez_gene	gene_symbol	human_gene_symbol	human_ensembl_gene
transcript-rna-seq	ENSRNOG00000036894	ENSRNOG00000036894	287661	Cisd3	CISD3	ENSG00000277972
transcript-rna-seq	ENSRNOG00000036895	ENSRNOG00000036895	641644	Defb25	DEFB124	ENSG00000180383
transcript-rna-seq	ENSRNOG00000036896	ENSRNOG00000036896	641642	Defb27		
transcript-rna-seq	ENSRNOG00000036897	ENSRNOG00000036897	641632	Defb24		
transcript-rna-seq	ENSRNOG00000036898	ENSRNOG00000036898				
transcript-rna-seq	ENSRNOG00000036900	ENSRNOG00000036900	641628	Defb28	DEFB115	ENSG00000215547
transcript-rna-seq	ENSRNOG00000036910	ENSRNOG00000036910	100362344	LOC100362344	RIMKLB	ENSG00000166532
transcript-rna-seq	ENSRNOG00000036911	ENSRNOG00000036911	362466	Bicd1	BICD1	ENSG00000151746
transcript-rna-seq	ENSRNOG00000036912	ENSRNOG00000036912				
transcript-rna-seq	ENSRNOG00000036913	ENSRNOG00000036913	316982	Resf1	RESF1	ENSG00000174718
transcript-rna-seq	ENSRNOG00000036917	ENSRNOG00000036917	302032	Amn1	AMN1	ENSG00000151743
transcript-rna-seq	ENSRNOG00000036918	ENSRNOG00000036918	316976	Etfbkmt	ETFBKMT	ENSG00000139160
transcript-rna-seq	ENSRNOG00000036921	ENSRNOG00000036921	100364435	LOC100364435	TMSB10	ENSG00000034510
transcript-rna-seq	ENSRNOG00000036925	ENSRNOG00000036925	691362	Mansc4	MANSC4	ENSG00000205693
transcript-rna-seq	ENSRNOG00000036934	ENSRNOG00000036934	499913	Abhd12	ABHD12	ENSG00000100997
transcript-rna-seq	ENSRNOG00000036942	ENSRNOG00000036942	500590	Tnfrsf9	TNFRSF9	ENSG00000049249
transcript-rna-seq	ENSRNOG00000036951	ENSRNOG00000036951	100362644	Slc2a7	SLC2A7	ENSG00000197241
transcript-rna-seq	ENSRNOG00000036952	ENSRNOG00000036952	296235	LOC296235	CST3	ENSG00000101439
transcript-rna-seq	ENSRNOG00000036958	ENSRNOG00000036958	102556447	LOC102556447	ARHGEF38	ENSG00000236699
transcript-rna-seq	ENSRNOG00000036959	ENSRNOG00000036959	500359	RGD1561551		
transcript-rna-seq	ENSRNOG00000036960	ENSRNOG00000036960	25560	Abcc9	ABCC9	ENSG00000069431
transcript-rna-seq	ENSRNOG00000036964	ENSRNOG00000036964	296211	Ralgapa2	RALGAPA2	ENSG00000188559
transcript-rna-seq	ENSRNOG00000036971	ENSRNOG00000036971	296207	Smim26	SMIM26	ENSG00000232388
transcript-rna-seq	ENSRNOG00000036980	ENSRNOG00000036980	310880	Zgrf1		
transcript-rna-seq	ENSRNOG00000036981	ENSRNOG00000036981	100360933	LOC100360933		
transcript-rna-seq	ENSRNOG00000036984	ENSRNOG00000036984	50572	Slco1a1	SLCO1A2	ENSG00000084453
transcript-rna-seq	ENSRNOG00000037025	ENSRNOG00000037025	446171	Smgc		
transcript-rna-seq	ENSRNOG00000037027	ENSRNOG00000037027	691196	LOC691196	AADACL4	ENSG00000204518
transcript-rna-seq	ENSRNOG00000037030	ENSRNOG00000037030	313688	Aadacl4	AADACL4	ENSG00000204518
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF12	ENSG00000116726
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF1	ENSG00000116721
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF11	ENSG00000239810
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF2	ENSG00000120952
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF4	ENSG00000243073
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF10	ENSG00000187545
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF7	ENSG00000204510
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF6	ENSG00000232423
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF27	ENSG00000274764
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF25	ENSG00000229571
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF26	ENSG00000280267
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF9	ENSG00000204505
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF13	ENSG00000279169
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF18	ENSG00000279804
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF5	ENSG00000270601
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF8	ENSG00000182330
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF33	ENSG00000237700
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF15	ENSG00000204501
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF14	ENSG00000204481
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF19	ENSG00000204480
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF17	ENSG00000204479
transcript-rna-seq	ENSRNOG00000037035	ENSRNOG00000037035	691157	Pramef12	PRAMEF20	ENSG00000204478
transcript-rna-seq	ENSRNOG00000037036	ENSRNOG00000037036	100363053	Tas2r145	TAS2R42	ENSG00000186136
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF12	ENSG00000116726
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF1	ENSG00000116721
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF11	ENSG00000239810
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF2	ENSG00000120952
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF4	ENSG00000243073
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF10	ENSG00000187545
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF7	ENSG00000204510
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF6	ENSG00000232423
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF27	ENSG00000274764
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF25	ENSG00000229571
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF26	ENSG00000280267
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF9	ENSG00000204505
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF13	ENSG00000279169
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF18	ENSG00000279804
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF5	ENSG00000270601
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF8	ENSG00000182330
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF33	ENSG00000237700
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF15	ENSG00000204501
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF14	ENSG00000204481
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF19	ENSG00000204480
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF17	ENSG00000204479
transcript-rna-seq	ENSRNOG00000037039	ENSRNOG00000037039	298621	RGD1306186	PRAMEF20	ENSG00000204478
transcript-rna-seq	ENSRNOG00000037060	ENSRNOG00000037060	500917	Odf3b	ODF3B	ENSG00000177989
transcript-rna-seq	ENSRNOG00000037076	ENSRNOG00000037076	689757	LOC689757	CLEC2D	ENSG00000069493
transcript-rna-seq	ENSRNOG00000037079	ENSRNOG00000037079	298595	Padi6	PADI6	ENSG00000276747
transcript-rna-seq	ENSRNOG00000037080	ENSRNOG00000037080	293004	Adamts17	ADAMTS17	ENSG00000140470
transcript-rna-seq	ENSRNOG00000037081	ENSRNOG00000037081	499886	LOC499886		
transcript-rna-seq	ENSRNOG00000037082	ENSRNOG00000037082	310782	Mybphl	MYBPHL	ENSG00000221986
transcript-rna-seq	ENSRNOG00000037085	ENSRNOG00000037085	100910104	Xirp1	XIRP1	ENSG00000168334
transcript-rna-seq	ENSRNOG00000037087	ENSRNOG00000037087	108351584	LOC108351584		
transcript-rna-seq	ENSRNOG00000037091	ENSRNOG00000037091				
transcript-rna-seq	ENSRNOG00000037097	ENSRNOG00000037097	171059	Wfdc18		
transcript-rna-seq	ENSRNOG00000037100	ENSRNOG00000037100	497970	Heatr9	HEATR9	ENSG00000270379
transcript-rna-seq	ENSRNOG00000037113	ENSRNOG00000037113	303380	Slfn2	SLFN12	ENSG00000172123
transcript-rna-seq	ENSRNOG00000037113	ENSRNOG00000037113	303380	Slfn2	SLFN12L	ENSG00000205045
transcript-rna-seq	ENSRNOG00000037114	ENSRNOG00000037114				
transcript-rna-seq	ENSRNOG00000037115	ENSRNOG00000037115	295351	Chi3l3	CHIA	ENSG00000134216
transcript-rna-seq	ENSRNOG00000037118	ENSRNOG00000037118				
transcript-rna-seq	ENSRNOG00000037124	ENSRNOG00000037124	296118	Fam227b	FAM227B	ENSG00000166262
transcript-rna-seq	ENSRNOG00000037129	ENSRNOG00000037129				
transcript-rna-seq	ENSRNOG00000037133	ENSRNOG00000037133			ATXN1L	ENSG00000224470
transcript-rna-seq	ENSRNOG00000037134	ENSRNOG00000037134	679845	Shc4	SHC4	ENSG00000185634
transcript-rna-seq	ENSRNOG00000037137	ENSRNOG00000037137	499157	Svip	SVIP	ENSG00000198168
transcript-rna-seq	ENSRNOG00000037146	ENSRNOG00000037146	100302373	Ctxn2	CTXN2	ENSG00000233932
transcript-rna-seq	ENSRNOG00000037148	ENSRNOG00000037148	56826	Adap2	ADAP2	ENSG00000184060
transcript-rna-seq	ENSRNOG00000037149	ENSRNOG00000037149	295337	Bcl2l15	BCL2L15	ENSG00000188761
transcript-rna-seq	ENSRNOG00000037155	ENSRNOG00000037155	502891	Vom2r51		
transcript-rna-seq	ENSRNOG00000037156	ENSRNOG00000037156	502338	Mrgprb2	MRGPRX3	ENSG00000179826
transcript-rna-seq	ENSRNOG00000037156	ENSRNOG00000037156	502338	Mrgprb2	MRGPRX4	ENSG00000179817
transcript-rna-seq	ENSRNOG00000037156	ENSRNOG00000037156	502338	Mrgprb2	MRGPRX1	ENSG00000170255
transcript-rna-seq	ENSRNOG00000037156	ENSRNOG00000037156	502338	Mrgprb2	MRGPRX2	ENSG00000183695
transcript-rna-seq	ENSRNOG00000037159	ENSRNOG00000037159	102551064	LOC102551064		
transcript-rna-seq	ENSRNOG00000037160	ENSRNOG00000037160	317630	Bloc1s6	BLOC1S6	ENSG00000104164
transcript-rna-seq	ENSRNOG00000037162	ENSRNOG00000037162	681062	Slbp	SLBP	ENSG00000163950
transcript-rna-seq	ENSRNOG00000037165	ENSRNOG00000037165	502990	Nipal3	NIPAL3	ENSG00000001461
transcript-rna-seq	ENSRNOG00000037167	ENSRNOG00000037167	316018	Rtp3	RTP3	ENSG00000163825
transcript-rna-seq	ENSRNOG00000037171	ENSRNOG00000037171	680246	Tdgf1	TDGF1	ENSG00000241186
transcript-rna-seq	ENSRNOG00000037172	ENSRNOG00000037172			RPL29	ENSG00000162244
transcript-rna-seq	ENSRNOG00000037175	ENSRNOG00000037175	100910205	Prss50	AC109583.1	ENSG00000206549
transcript-rna-seq	ENSRNOG00000037175	ENSRNOG00000037175	100910205	Prss50	PRSS50	ENSG00000283706
transcript-rna-seq	ENSRNOG00000037178	ENSRNOG00000037178	691952	Terb2	TERB2	ENSG00000167014
transcript-rna-seq	ENSRNOG00000037185	ENSRNOG00000037185				
transcript-rna-seq	ENSRNOG00000037188	ENSRNOG00000037188	297568	LOC297568	PZP	ENSG00000126838
transcript-rna-seq	ENSRNOG00000037188	ENSRNOG00000037188	497794	Mug1	PZP	ENSG00000126838
transcript-rna-seq	ENSRNOG00000037190	ENSRNOG00000037190	310727	Cd101	CD101	ENSG00000134256
transcript-rna-seq	ENSRNOG00000037191	ENSRNOG00000037191	683598	Umodl		
transcript-rna-seq	ENSRNOG00000037196	ENSRNOG00000037196	690746	Spag17	SPAG17	ENSG00000155761
transcript-rna-seq	ENSRNOG00000037198	ENSRNOG00000037198	312688	Usp18	USP18	ENSG00000184979
transcript-rna-seq	ENSRNOG00000037198	ENSRNOG00000037198	312688	Usp18	USP41	ENSG00000161133
transcript-rna-seq	ENSRNOG00000037199	ENSRNOG00000037199	301016	Spink8	SPINK8	ENSG00000229453
transcript-rna-seq	ENSRNOG00000037203	ENSRNOG00000037203	102552199	Tgm7	TGM7	ENSG00000159495
transcript-rna-seq	ENSRNOG00000037204	ENSRNOG00000037204	497962	Lyrm9	AC005697.1	ENSG00000266202
transcript-rna-seq	ENSRNOG00000037204	ENSRNOG00000037204	497962	Lyrm9	LYRM9	ENSG00000232859
transcript-rna-seq	ENSRNOG00000037206	ENSRNOG00000037206	312677	Ccdc77	CCDC77	ENSG00000120647
transcript-rna-seq	ENSRNOG00000037207	ENSRNOG00000037207	499877	Ubr1	UBR1	ENSG00000159459
transcript-rna-seq	ENSRNOG00000037211	ENSRNOG00000037211	360849	Kif14	KIF14	ENSG00000118193
transcript-rna-seq	ENSRNOG00000037214	ENSRNOG00000037214	252918	Spag5	RSKR	ENSG00000167524
transcript-rna-seq	ENSRNOG00000037214	ENSRNOG00000037214	685208	Rskr	RSKR	ENSG00000167524
transcript-rna-seq	ENSRNOG00000037217	ENSRNOG00000037217	502584	Nudt17	NUDT17	ENSG00000186364
transcript-rna-seq	ENSRNOG00000037219	ENSRNOG00000037219	499151	RGD1562492		
transcript-rna-seq	ENSRNOG00000037220	ENSRNOG00000037220				
transcript-rna-seq	ENSRNOG00000037221	ENSRNOG00000037221	100359731	Tipinl1	TIPIN	ENSG00000075131
transcript-rna-seq	ENSRNOG00000037223	ENSRNOG00000037223				
transcript-rna-seq	ENSRNOG00000037225	ENSRNOG00000037225	29261	Tyms	TYMS	ENSG00000176890
transcript-rna-seq	ENSRNOG00000037227	ENSRNOG00000037227	24884	Yes1	YES1	ENSG00000176105
transcript-rna-seq	ENSRNOG00000037229	ENSRNOG00000037229	363145	Gmppb	GMPPB	ENSG00000173540
transcript-rna-seq	ENSRNOG00000037230	ENSRNOG00000037230	501204	Ppidl1	PPID	ENSG00000171497
transcript-rna-seq	ENSRNOG00000037231	ENSRNOG00000037231	691905	Pla2g4d	PLA2G4D	ENSG00000159337
transcript-rna-seq	ENSRNOG00000037238	ENSRNOG00000037238	360569	Mrm3	MRM3	ENSG00000171861
transcript-rna-seq	ENSRNOG00000037247	ENSRNOG00000037247	361568	Rras	RRAS	ENSG00000126458
transcript-rna-seq	ENSRNOG00000037251	ENSRNOG00000037251	500304	Zfp248	ZNF248	ENSG00000198105
transcript-rna-seq	ENSRNOG00000037251	ENSRNOG00000037251	100158232	Zfp9	ZNF248	ENSG00000198105
transcript-rna-seq	ENSRNOG00000037266	ENSRNOG00000037266				
transcript-rna-seq	ENSRNOG00000037275	ENSRNOG00000037275	497955	Tlcd2	TLCD2	ENSG00000185561
transcript-rna-seq	ENSRNOG00000037285	ENSRNOG00000037285	102550160	LOC102550160		
transcript-rna-seq	ENSRNOG00000037289	ENSRNOG00000037289	503227	Iqcf1	IQCF1	ENSG00000173389
transcript-rna-seq	ENSRNOG00000037295	ENSRNOG00000037295	501048	Poc1a	POC1A	ENSG00000164087
transcript-rna-seq	ENSRNOG00000037298	ENSRNOG00000037298	292874	RGD1309036		
transcript-rna-seq	ENSRNOG00000037299	ENSRNOG00000037299	100359829	Smpd5		
transcript-rna-seq	ENSRNOG00000037302	ENSRNOG00000037302	499870	Rad51	RAD51	ENSG00000051180
transcript-rna-seq	ENSRNOG00000037305	ENSRNOG00000037305	688828	LOC688828	NUDT16	ENSG00000198585
transcript-rna-seq	ENSRNOG00000037307	ENSRNOG00000037307	360565	Spata22	SPATA22	ENSG00000141255
transcript-rna-seq	ENSRNOG00000037310	ENSRNOG00000037310	100270669	Riiad1	RIIAD1	ENSG00000178796
transcript-rna-seq	ENSRNOG00000037315	ENSRNOG00000037315	365855	RGD1563667	SPOP	ENSG00000121067
transcript-rna-seq	ENSRNOG00000037327	ENSRNOG00000037327	501661	F8a1	F8A1	ENSG00000277203
transcript-rna-seq	ENSRNOG00000037327	ENSRNOG00000037327	501661	F8a1	F8A2	ENSG00000274791
transcript-rna-seq	ENSRNOG00000037327	ENSRNOG00000037327	501661	F8a1	F8A3	ENSG00000277150
transcript-rna-seq	ENSRNOG00000037331	ENSRNOG00000037331	690492	Cd33	CD33	ENSG00000105383
transcript-rna-seq	ENSRNOG00000037331	ENSRNOG00000037331	690492	Cd33	SIGLEC6	ENSG00000105492
transcript-rna-seq	ENSRNOG00000037333	ENSRNOG00000037333	499140	Cldnd2	CLDND2	ENSG00000160318
transcript-rna-seq	ENSRNOG00000037339	ENSRNOG00000037339	292844	Siglec10	SIGLEC11	ENSG00000161640
transcript-rna-seq	ENSRNOG00000037339	ENSRNOG00000037339	292844	Siglec10	SIGLEC10	ENSG00000142512
transcript-rna-seq	ENSRNOG00000037340	ENSRNOG00000037340	298528	Epha10	EPHA10	ENSG00000183317
transcript-rna-seq	ENSRNOG00000037341	ENSRNOG00000037341	108350059	LOC108350059		
transcript-rna-seq	ENSRNOG00000037348	ENSRNOG00000037348				
transcript-rna-seq	ENSRNOG00000037352	ENSRNOG00000037352	292328	RGD1562747	EOLA1	ENSG00000197620
transcript-rna-seq	ENSRNOG00000037352	ENSRNOG00000037352	292328	RGD1562747	EOLA2	ENSG00000197021
transcript-rna-seq	ENSRNOG00000037356	ENSRNOG00000037356	362191	Dph6	DPH6	ENSG00000134146
transcript-rna-seq	ENSRNOG00000037360	ENSRNOG00000037360				
transcript-rna-seq	ENSRNOG00000037364	ENSRNOG00000037364				
transcript-rna-seq	ENSRNOG00000037366	ENSRNOG00000037366			ZNF470	ENSG00000197016
transcript-rna-seq	ENSRNOG00000037368	ENSRNOG00000037368	102547626	LOC102547626		
transcript-rna-seq	ENSRNOG00000037371	ENSRNOG00000037371	679600	Xaf1	XAF1	ENSG00000132530
transcript-rna-seq	ENSRNOG00000037374	ENSRNOG00000037374	362935	Ly6al		
transcript-rna-seq	ENSRNOG00000037375	ENSRNOG00000037375	503162	RGD1565410	LY6L	ENSG00000261667
transcript-rna-seq	ENSRNOG00000037376	ENSRNOG00000037376	363289	Mterf4	MTERF4	ENSG00000122085
transcript-rna-seq	ENSRNOG00000037380	ENSRNOG00000037380				
transcript-rna-seq	ENSRNOG00000037381	ENSRNOG00000037381				
transcript-rna-seq	ENSRNOG00000037393	ENSRNOG00000037393	292809	Wdr88	WDR88	ENSG00000166359
transcript-rna-seq	ENSRNOG00000037399	ENSRNOG00000037399	688842	LOC688842	CXorf66	ENSG00000203933
transcript-rna-seq	ENSRNOG00000037401	ENSRNOG00000037401				
transcript-rna-seq	ENSRNOG00000037402	ENSRNOG00000037402	681389	Cops9	COPS9	ENSG00000172428
transcript-rna-seq	ENSRNOG00000037404	ENSRNOG00000037404	405301	Olr1352		
transcript-rna-seq	ENSRNOG00000037406	ENSRNOG00000037406	499656	RGD1564171	C1orf189	ENSG00000163263
transcript-rna-seq	ENSRNOG00000037409	ENSRNOG00000037409	691993	Scimp	SCIMP	ENSG00000161929
transcript-rna-seq	ENSRNOG00000037415	ENSRNOG00000037415				
transcript-rna-seq	ENSRNOG00000037418	ENSRNOG00000037418	360555	Inca1	INCA1	ENSG00000196388
transcript-rna-seq	ENSRNOG00000037421	ENSRNOG00000037421	102554913	LOC102554913		
transcript-rna-seq	ENSRNOG00000037426	ENSRNOG00000037426	100912590	LOC100912590	GTPBP6	ENSG00000178605
transcript-rna-seq	ENSRNOG00000037428	ENSRNOG00000037428	100365779	Zfp605	ZNF605	ENSG00000196458
transcript-rna-seq	ENSRNOG00000037430	ENSRNOG00000037430	288734	Chfr	CHFR	ENSG00000072609
transcript-rna-seq	ENSRNOG00000037432	ENSRNOG00000037432	313563	Exo5	EXO5	ENSG00000164002
transcript-rna-seq	ENSRNOG00000037435	ENSRNOG00000037435	500750	Tmem196	TMEM196	ENSG00000173452
transcript-rna-seq	ENSRNOG00000037436	ENSRNOG00000037436	314539	Macc1	MACC1	ENSG00000183742
transcript-rna-seq	ENSRNOG00000037437	ENSRNOG00000037437	312077	Golga3	GOLGA3	ENSG00000090615
transcript-rna-seq	ENSRNOG00000037443	ENSRNOG00000037443	288731	Pgam5	PGAM5	ENSG00000247077
transcript-rna-seq	ENSRNOG00000037446	ENSRNOG00000037446	29533	Pxmp2	PXMP2	ENSG00000176894
transcript-rna-seq	ENSRNOG00000037449	ENSRNOG00000037449	304573	Pole	POLE	ENSG00000177084
transcript-rna-seq	ENSRNOG00000037452	ENSRNOG00000037452				
transcript-rna-seq	ENSRNOG00000037455	ENSRNOG00000037455				
transcript-rna-seq	ENSRNOG00000037456	ENSRNOG00000037456	114115	P2rx2	P2RX2	ENSG00000187848
transcript-rna-seq	ENSRNOG00000037462	ENSRNOG00000037462	305610	Eml6	EML6	ENSG00000214595
transcript-rna-seq	ENSRNOG00000037466	ENSRNOG00000037466	100363238	Lrcol1	LRCOL1	ENSG00000204583
transcript-rna-seq	ENSRNOG00000037467	ENSRNOG00000037467	365228	Ffar3	FFAR3	ENSG00000185897
transcript-rna-seq	ENSRNOG00000037467	ENSRNOG00000037467	365228	Ffar3	GPR42	ENSG00000126251
transcript-rna-seq	ENSRNOG00000037476	ENSRNOG00000037476	304571	Galnt9	GALNT9	ENSG00000182870
transcript-rna-seq	ENSRNOG00000037478	ENSRNOG00000037478	360828	Noc4l	NOC4L	ENSG00000184967
transcript-rna-seq	ENSRNOG00000037480	ENSRNOG00000037480	304570	Ddx51	DDX51	ENSG00000185163
transcript-rna-seq	ENSRNOG00000037481	ENSRNOG00000037481			RPA3	ENSG00000106399
transcript-rna-seq	ENSRNOG00000037483	ENSRNOG00000037483	304569	Ep400	EP400	ENSG00000183495
transcript-rna-seq	ENSRNOG00000037485	ENSRNOG00000037485	688924	LOC688924		
transcript-rna-seq	ENSRNOG00000037486	ENSRNOG00000037486				
transcript-rna-seq	ENSRNOG00000037495	ENSRNOG00000037495			IGHV2-5	ENSG00000211937
transcript-rna-seq	ENSRNOG00000037495	ENSRNOG00000037495			IGHV2-26	ENSG00000211951
transcript-rna-seq	ENSRNOG00000037495	ENSRNOG00000037495			IGHV2-70D	ENSG00000211974
transcript-rna-seq	ENSRNOG00000037495	ENSRNOG00000037495			IGHV2-70	ENSG00000274576
transcript-rna-seq	ENSRNOG00000037495	ENSRNOG00000037495			IGHV2OR16-5	ENSG00000259303
transcript-rna-seq	ENSRNOG00000037500	ENSRNOG00000037500	304567	Pus1	PUS1	ENSG00000177192
transcript-rna-seq	ENSRNOG00000037505	ENSRNOG00000037505	360827	Ulk1	ULK1	ENSG00000177169
transcript-rna-seq	ENSRNOG00000037506	ENSRNOG00000037506	302823	Olr1766		
transcript-rna-seq	ENSRNOG00000037508	ENSRNOG00000037508	360826	Hscb	HSCB	ENSG00000100209
transcript-rna-seq	ENSRNOG00000037509	ENSRNOG00000037509	114212	Chek2	CHEK2	ENSG00000183765
transcript-rna-seq	ENSRNOG00000037514	ENSRNOG00000037514	311266	Qser1	QSER1	ENSG00000060749
transcript-rna-seq	ENSRNOG00000037518	ENSRNOG00000037518	500536	Hyi	HYI	ENSG00000178922
transcript-rna-seq	ENSRNOG00000037522	ENSRNOG00000037522				
transcript-rna-seq	ENSRNOG00000037524	ENSRNOG00000037524	192271	Adam6a		
transcript-rna-seq	ENSRNOG00000037540	ENSRNOG00000037540	287442	Tmem256	TMEM256-PLSCR3	ENSG00000262481
transcript-rna-seq	ENSRNOG00000037540	ENSRNOG00000037540	287442	Tmem256	TMEM256	ENSG00000205544
transcript-rna-seq	ENSRNOG00000037541	ENSRNOG00000037541	499125	Sdhaf1	SDHAF1	ENSG00000205138
transcript-rna-seq	ENSRNOG00000037541	ENSRNOG00000037541	108348111	LOC108348111	SDHAF1	ENSG00000205138
transcript-rna-seq	ENSRNOG00000037549	ENSRNOG00000037549			A1BG	ENSG00000121410
transcript-rna-seq	ENSRNOG00000037552	ENSRNOG00000037552	361979	Tsacc	TSACC	ENSG00000163467
transcript-rna-seq	ENSRNOG00000037556	ENSRNOG00000037556	100359464	Zfp420	ZNF808	ENSG00000198482
transcript-rna-seq	ENSRNOG00000037562	ENSRNOG00000037562	691556	Zbtb42	ZBTB42	ENSG00000179627
transcript-rna-seq	ENSRNOG00000037563	ENSRNOG00000037563	287435	Cd68	CD68	ENSG00000129226
transcript-rna-seq	ENSRNOG00000037566	ENSRNOG00000037566	498192	RGD1560398		
transcript-rna-seq	ENSRNOG00000037567	ENSRNOG00000037567	295952	RGD1309730	IFTAP	ENSG00000166352
transcript-rna-seq	ENSRNOG00000037580	ENSRNOG00000037580	292766	Psmd8	PSMD8	ENSG00000099341
transcript-rna-seq	ENSRNOG00000037595	ENSRNOG00000037595	313519	Gpbp1l1	GPBP1L1	ENSG00000159592
transcript-rna-seq	ENSRNOG00000037600	ENSRNOG00000037600	309888	Sim1	SIM1	ENSG00000112246
transcript-rna-seq	ENSRNOG00000037604	ENSRNOG00000037604	309887	Ascc3	ASCC3	ENSG00000112249
transcript-rna-seq	ENSRNOG00000037607	ENSRNOG00000037607	140662	Rplp2	RPLP2	ENSG00000177600
