RAT_SYMBOL	NAME	RAT_GENE_RGD_ID	RAT_NCBI_GENE_ID	RAT_ENSEMBL_ID	RAT_UNIPROT_ID	RAT_OLD_SYMBOL	HUMAN_ORTHOLOG_SYMBOL	HUMAN_ORTHOLOG_RGD	HUMAN_ORTHOLOG_NCBI_GENE_ID	HUMAN_ORTHOLOG_ENSEMBL_ID	HUMAN_ORTHOLOG_SOURCE
Id3	inhibitor of DNA binding 3, HLH protein	2860	25585	ENSRNOG00000026124	P41138	NA	ID3	734069	3399	ENSG00000283060.2	HGNC
Prss42	serine protease 42	1562548	301027	ENSRNOG00000031971	D3ZXU4	LOC301027;RGD1562548;Tessp2	PRSS42P	1602412	339906	ENSG00000178055.13	HGNC
Ccdc158	coiled-coil domain containing 158	1308523	289502	ENSRNOG00000002204	D3ZHH5	LOC289502;RGD1308523	CCDC158	1602411	339965	ENSG00000163749.18	HGNC
Tmprss11a	transmembrane serine protease 11A	1596322	686581	ENSRNOG00000046764	M0R4S3	LOC686581	TMPRSS11A	1605232	339967	ENSG00000187054.16	HGNC
Triml1	tripartite motif family-like 1	1305337	290767	ENSRNOG00000014502	D4A221	LOC290767;RGD1305337	TRIML1	1605231	339976	ENSG00000184108.8	HGNC
Lrrc66	leucine rich repeat containing 66	1306094	289587	ENSRNOG00000026585	Q6TXF5	LOC103693755;LOC289587;RGD1306094	LRRC66	1602410	339977	ENSG00000188993.4	HGNC
Nat8l	N-acetyltransferase 8-like	1305719	289727	ENSRNOG00000049351	D3ZVU9	LOC289727;RGD1305719	NAT8L	1602409	339983	ENSG00000185818.8	HGNC
Acadm	acyl-CoA dehydrogenase medium chain	2012	24158	ENSRNOG00000009845	G3V796;P08503	MCAD;MCAD, medium chain acyl-CoA dehydrogenase	ACADM	735259	34	ENSG00000117054.15	HGNC
Id4	inhibitor of DNA binding 4, HLH protein	631428	291023	ENSRNOG00000016099	E9PU21;Q8CH17	Idb4	ID4	736051	3400	ENSG00000172201.12	HGNC
Slc6a19	solute carrier family 6 member 19	1594328	664630	ENSRNOG00000026501	Q2A865	B0at1	SLC6A19	1604954	340024	ENSG00000174358.16	HGNC
Sting1	stimulator of interferon response cGAMP interactor 1	1562552	498840	ENSRNOG00000042137	F1M391	LOC498840;RGD1562552;Tmem173;rSTING	STING1	1602274	340061	ENSG00000184584.13	HGNC
Sting1	stimulator of interferon response cGAMP interactor 1	1562552	498840	ENSRNOG00000042137	F1M391	LOC498840;RGD1562552;Tmem173;rSTING	STING1	1602274	340061	ENSG00000288243.1	HGNC
Fam170a	family with sequence similarity 170, member A	1565393	498864	ENSRNOG00000015834	B1H287;F7EWY4	LOC498864;RGD1565393	FAM170A	1602273	340069	ENSG00000164334.15	HGNC
Arsi	arylsulfatase family, member I	1310242	307404	ENSRNOG00000026060	Q32KJ8	ASI;LOC307404;RGD1310242	ARSI	1604953	340075	ENSG00000183876.9	HGNC
Ankrd34b	ankyrin repeat domain 34B	1594383	499506	ENSRNOG00000040166	D3ZKP1	Dp58;LOC102554468;LOC499506	ANKRD34B	1604706	340120	ENSG00000189127.8	HGNC
Slc35d3	solute carrier family 35, member D3	1309428	308717	ENSRNOG00000012311	D4A5L7	LOC308717	SLC35D3	1319766	340146	ENSG00000182747.5	HGNC
Zc3h12d	zinc finger CCCH type containing 12D	1597152	308266	ENSRNOG00000016041	D4A0I4	LOC308266	ZC3H12D	1345806	340152	ENSG00000178199.14	HGNC
Mylk4	myosin light chain kinase family, member 4	6494757	100911165	ENSRNOG00000049124	M0R632	LOC100911165;LOC103689985	MYLK4	1604705	340156	ENSG00000145949.11	HGNC
Mylk4	myosin light chain kinase family, member 4	6494757	100911165	ENSRNOG00000050349	M0R632	LOC100911165;LOC103689985	MYLK4	1604705	340156	ENSG00000145949.11	HGNC
Dppa5	developmental pluripotency associated 5	1305838	301101	ENSRNOG00000000199	F1LVJ7;F1LWL9	LOC301101	DPPA5	1344123	340168	ENSG00000203909.4	RGD
Dppa5	developmental pluripotency associated 5	1305838	301101	ENSRNOG00000029793	F1LVJ7;F1LWL9	LOC301101	DPPA5	1344123	340168	ENSG00000203909.4	RGD
Dppa5	developmental pluripotency associated 5	1305838	301101	ENSRNOG00000032335	F1LVJ7;F1LWL9	LOC301101	DPPA5	1344123	340168	ENSG00000203909.4	RGD
Treml1	triggering receptor expressed on myeloid cells-like 1	1565175	501096	ENSRNOG00000040109	D3ZYT6	LOC501096;RGD1565175	TREML1	1344660	340205	ENSG00000161911.12	HGNC
Uncx	UNC homeobox	69361	29375	ENSRNOG00000001284	G3V653;P97830	Chx4;PHD1;Uncx4.1	UNCX	1626690	340260	ENSG00000164853.9	HGNC
Col28a1	collagen type XXVIII alpha 1 chain	1564680	312115	ENSRNOG00000033618	D3ZN64	LOC312115;RGD1564680	COL28A1	1604476	340267	ENSG00000215018.10	HGNC
Abcb5	ATP binding cassette subfamily B member 5	1566342	314537	ENSRNOG00000006398	D4AEL4;M0RA64	LOC314537;RGD1566342	ABCB5	1351002	340273	ENSG00000004846.17	HGNC
Fam221a	family with sequence similarity 221, member A	1563175	500118	ENSRNOG00000009447	A0A0G2JSY5;Q4V8D7	LOC500118;MGC114484	FAM221A	1604475	340277	ENSG00000188732.11	HGNC
Tspan33	tetraspanin 33	1560915	500065	ENSRNOG00000007900	D3Z967	LOC500065;RGD1560915	TSPAN33	1604171	340348	ENSG00000158457.6	HGNC
Agbl3	AGBL carboxypeptidase 3	1561995	500076	ENSRNOG00000010397	D3ZNU5	LOC500076;RGD1561995	AGBL3	1604170	340351	ENSG00000146856.14	HGNC
Klhl38	kelch-like family member 38	1564169	314996	ENSRNOG00000007896	Q5BK60	LOC314996;MGC108871	KLHL38	2300033	340359	ENSG00000175946.9	HGNC
Nrbp2	nuclear receptor binding protein 2	1591749	680451	ENSRNOG00000029535	A0A0G2JT23;D3ZA69	LOC680451	NRBP2	1351329	340371	ENSG00000185189.18	HGNC
Wdr97	WD repeat domain 97	1562063	500896	ENSRNOG00000033520	F1LYQ6	LOC500896;RGD1562063	WDR97	1601920	340390	ENSG00000179698.14	HGNC
Tmem249	transmembrane protein 249	6496784	100910811	NA	NA	LOC100910811	TMEM249	6767351	340393	ENSG00000261587.2	HGNC
Tmem249	transmembrane protein 249	6496784	100910811	NA	NA	LOC100910811	TMEM249	6767351	340393	ENSG00000285272.1	HGNC
Rspo2	R-spondin 2	1562331	500863	ENSRNOG00000037687	A0A0G2K155;D3ZCB0;I7GAZ6	LOC500863;RGD1562331	RSPO2	1603855	340419	ENSG00000147655.12	HGNC
Zdhhc21	zinc finger DHHC-type palmitoyltransferase 21	1305750	298184	ENSRNOG00000010484	Q2TGI9	NA	ZDHHC21	1313969	340481	ENSG00000175893.12	HGNC
Acer2	alkaline ceramidase 2	1304629	313339	ENSRNOG00000007637	D3ZNW4	Asah3l;LOC313339	ACER2	1312176	340485	ENSG00000177076.6	HGNC
Rtl5	retrotransposon Gag like 5	6490575	100911832	NA	NA	LOC100911832;Rgag4	RTL5	1350874	340526	ENSG00000242732.4	HGNC
Nhsl2	NHS-like 2	1564117	317253	NA	NA	LOC317253;RGD1564117	NHSL2	1603499	340527	ENSG00000204131.10	HGNC
Pabpc1l2a	poly(A) binding protein, cytoplasmic 1-like 2A	1566367	302405	NA	NA	LOC302405;Pabpc1l2b;RGD1566367;Rbm32b	PABPC1L2A	1603498	340529	ENSG00000186288.5	HGNC
Nexmif	neurite extension and migration factor	1561931	302396	ENSRNOG00000021589	D3ZGX1	KIAA2022;KIDLIA;LOC302396;RGD1561931;Xpn	NEXMIF	1603497	340533	ENSG00000050030.16	HGNC
LOC100912195	protein BEX1-like	6488322	100912195	ENSRNOG00000033844	A0A096MIT8	LOC100361937	BEX5	1348519	340542	ENSG00000184515.11	HGNC
Tceal5	transcription elongation factor A like 5	1594149	680282	ENSRNOG00000046280	M0RDJ7	LOC680282	TCEAL5	1354272	340543	ENSG00000204065.3	RGD
Vsig1	V-set and immunoglobulin domain containing 1	1565570	315920	ENSRNOG00000054219	A0A0G2K4G7;Q4KLY3	LOC315920;MGC114516	VSIG1	1347101	340547	ENSG00000101842.14	HGNC
Zc3h12b	zinc finger CCCH-type containing 12B	1560891	296864	ENSRNOG00000011508	A0A0G2K1P5;D4ACQ4	LOC296864;RGD1560891	ZC3H12B	1601698	340554	ENSG00000102053.12	HGNC
Satl1	spermidine/spermine N1-acetyl transferase-like 1	1565932	302325	ENSRNOG00000022476	D3ZA19	LOC302325;RGD1565932	SATL1	1343887	340562	ENSG00000184788.14	HGNC
Dcaf12l2	DDB1 and CUL4 associated factor 12-like 2	1560768	298159	ENSRNOG00000031533	D3ZKN9	LOC298159;RGD1560768;Wdr40c	DCAF12L2	1603495	340578	ENSG00000198354.7	HGNC
Rtl4	retrotransposon Gag like 4	1588188	680778	ENSRNOG00000031638	D4A5N6	LOC680778;Zcchc16	RTL4	1603494	340595	ENSG00000187823.3	HGNC
Lhfpl1	LHFPL tetraspan subfamily member 1	727927	300286	ENSRNOG00000027601	Q80WE5	LOC300286;Lhfp	LHFPL1	1601697	340596	ENSG00000182508.14	HGNC
Ezhip	EZH inhibitory protein	7681336	102547118	ENSRNOG00000039305	F1LWI7	LOC102547118;LOC680214	EZHIP	1603340	340602	ENSG00000187690.4	HGNC
Lipm	lipase, family member M	1304912	309528	ENSRNOG00000019301	D4AA61	LOC309528;Lipl3	LIPM	1312623	340654	ENSG00000173239.14	HGNC
Cyp26c1	cytochrome P450, family 26, subfamily C, polypeptide 1	1308843	308190	ENSRNOG00000030698	D4AAL3	LOC308190	CYP26C1	1318849	340665	ENSG00000187553.10	HGNC
Vwa2	von Willebrand factor A domain containing 2	1562000	307988	ENSRNOG00000025581	D4A0J4	LOC307988;RGD1562000;Vwa2-ps1	VWA2	1603244	340706	ENSG00000165816.13	RGD
Nanos1	nanos C2HC-type zinc finger 1	1308194	365494	ENSRNOG00000025060	D4A1F8	LOC365494	NANOS1	1317831	340719	ENSG00000188613.7	HGNC
Lrit2	leucine-rich repeat, Ig-like and transmembrane domains 2	1564668	498594	ENSRNOG00000022726	D4A7B9	LOC498594;RGD1564668	LRIT2	1352534	340745	ENSG00000204033.10	HGNC
Hmx3	H6 family homeobox 3	1559927	293537	ENSRNOG00000020637	D4A585	LOC293537;RGD1559927	HMX3	1603243	340784	ENSG00000188620.11	HGNC
Akr1c15	aldo-keto reductase family 1, member C15	1307514	361267	ENSRNOG00000021735	A0A387KC71;D3ZF77	17beta-HSD;Akr1cl;Akr1cl1;LOC361267;RAKc	AKR1C8P	1316753	340811	ENSG00000264006.8	HGNC
Malrd1	MAM and LDL receptor class A domain containing 1	2320868	100361092	ENSRNOG00000052916	A0A0G2K9H4;R9W7X6	Diet1;LOC100361092;LOC100912561;LOC291332;LOC502147;RGD1559888;RGD1563652	MALRD1	1346421	340895	ENSG00000204740.11	HGNC
Olr111	olfactory receptor 111	1333560	405006	ENSRNOG00000062518	NA	NA	OR52B6	1351225	340980	ENSG00000187747.2	HGNC
Otog	otogelin	1306610	292918	ENSRNOG00000010983	D3ZCV6	LOC292918	OTOG	1315323	340990	ENSG00000188162.12	HGNC
Apoc1	apolipoprotein C1	2134	25292	ENSRNOG00000018426	P19939	Apo-CIB;ApoC-IB;LRRG04;NEWGENE_2134;apo-CI;apoC-I	APOC1	735472	341	ENSG00000130208.10	HGNC
Dcdc5	doublecortin domain containing 5	1562221	295980	ENSRNOG00000022178	A0A0G2JY14;D4A009	LOC295980;RGD1562221	DCDC1	1351849	341019	ENSG00000170959.15	HGNC
RGD1562914	RGD1562914	1562914	500997	ENSRNOG00000012022	F1M541	LOC500997	C11orf53	1605809	341032	ENSG00000150750.9	HGNC
Ms4a10	membrane spanning 4-domains A10	1307478	293739	ENSRNOG00000020932	D4A504	LOC293739	MS4A10	1316696	341116	ENSG00000172689.2	HGNC
Olr35	olfactory receptor 35	1333428	293140	ENSRNOG00000030788	A0A0G2K8Q6;G3V8B7;M0RC72;Q5RJS1	NA	OR2AT4	1348041	341152	ENSG00000171561.4	HGNC
Hephl1	hephaestin-like 1	1564835	500946	ENSRNOG00000056092	A0A0G2K8Q3	LOC500946;RGD1564835	HEPHL1	1345614	341208	ENSG00000181333.12	HGNC
Olr230	olfactory receptor 230	1334002	293374	ENSRNOG00000019599	D4A9W9	NA	OR10A2	1342541	341276	ENSG00000170790.6	HGNC
Ovch2	ovochymase 2	1564636	308919	ENSRNOG00000019794	D4A7R5	LOC308919;Ovch2-ps1;RGD1564636	OVCH2	1602408	341277	ENSG00000183378.13	RGD
Smco2	single-pass membrane protein with coiled-coil domains 2	2320294	100361371	ENSRNOG00000026883	D3ZFT3	LOC100361371	SMCO2	2303335	341346	ENSG00000165935.9	HGNC
Syt10	synaptotagmin 10	62041	60567	ENSRNOG00000014296	O08625	sytX	SYT10	1346254	341359	ENSG00000110975.8	HGNC
Acsm4	acyl-CoA synthetase medium-chain family member 4	727928	353317	ENSRNOG00000014726	Q7TN78	O-MACS	ACSM4	1642901	341392	ENSG00000215009.6	HGNC
Ankrd33	ankyrin repeat domain 33	1586880	683410	ENSRNOG00000049733	M0R7C6;M0RDB4	LOC683410	ANKRD33	1344617	341405	ENSG00000167612.13	HGNC
Olr892	olfactory receptor 892	1334254	288816	ENSRNOG00000029961	D4ADN5	NA	OR6C2	1604704	341416	ENSG00000179695.3	HGNC
Olr877	olfactory receptor 877	1333670	404956	ENSRNOG00000043299	D3Z9V2	NA	OR6C4	1345773	341418	ENSG00000179626.4	HGNC
H1f7	H1.7 linker histone	1560024	500928	ENSRNOG00000029545	Q5RKG3	H1-7;H1fnt;LOC500928	H1-7	1604474	341567	ENSG00000187166.1	HGNC
Olr1105	olfactory receptor 1105	1333494	405968	ENSRNOG00000032839	D3ZH60	NA	OR8S1	1351418	341568	ENSG00000284723.2	HGNC
Olr1105	olfactory receptor 1105	1333494	405968	ENSRNOG00000064461	D3ZH60	NA	OR8S1	1351418	341568	ENSG00000284723.2	HGNC
Ide	insulin degrading enzyme	2861	25700	ENSRNOG00000016833	A0A0G2K7Q7;P35559	NA	IDE	732801	3416	ENSG00000119912.18	HGNC
Frem2	FRAS1 related extracellular matrix 2	1566012	310418	ENSRNOG00000021670	D3ZG74;F1T1U1	LOC310418;RGD1566012	FREM2	1347992	341640	ENSG00000150893.11	HGNC
Nek5	NIMA-related kinase 5	1593817	685440	ENSRNOG00000048769	D3ZSY9	LOC685440	NEK5	1344374	341676	ENSG00000197168.14	HGNC
Idh1	isocitrate dehydrogenase (NADP(+)) 1	2862	24479	ENSRNOG00000015020	P41562;Q0QER8	IDH;IDP	IDH1	737145	3417	ENSG00000138413.14	HGNC
Olr1637	olfactory receptor 1637	1333368	305841	ENSRNOG00000025640	D3ZBB6	NA	OR6S1	1348726	341799	ENSG00000181803.3	HGNC
Idh2	isocitrate dehydrogenase (NADP(+)) 2	1597139	361596	ENSRNOG00000013949	A0A0G2JUF6;P56574	ICD-M;IDH;IDP;LOC361596	IDH2	1313391	3418	ENSG00000182054.10	HGNC
Slc35f4	solute carrier family 35, member F4	1561109	305865	ENSRNOG00000014982	F1M2H9	LOC305865;RGD1561109	SLC35F4	1351439	341880	ENSG00000151812.15	HGNC
Lrrc9	leucine rich repeat containing 9	1565716	299129	ENSRNOG00000005409	D4AAU7	LOC299129;RGD1565716	LRRC9	1603492	341883	ENSG00000131951.11	HGNC
Idh3a	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha	70889	114096	ENSRNOG00000010277	F1LNF7;Q99NA5	NA	IDH3A	733177	3419	ENSG00000166411.14	HGNC
Cox8c	cytochrome c oxidase subunit 8C	727840	360229	ENSRNOG00000031106	Q7TNN2	COXVIII-3;LOC360229	COX8C	1344927	341947	ENSG00000187581.3	HGNC
Cox8c	cytochrome c oxidase subunit 8C	727840	360229	ENSRNOG00000031106	Q7TNN2	COXVIII-3;LOC360229	COX8C	1344927	341947	ENSG00000277018.2	HGNC
Idh3b	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta	621881	94173	ENSRNOG00000007316	Q68FX0	MGC94111	IDH3B	1349945	3420	ENSG00000101365.21	HGNC
Gldn	gliomedin	727879	315675	ENSRNOG00000024082	G3V8X4;Q80WL1	Colm;Crgl2	GLDN	1344164	342035	ENSG00000186417.14	HGNC
Idh3g	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma	2863	25179	ENSRNOG00000055572	P41565;Q5XIJ3	IDH;MGC94551	IDH3G	731354	3421	ENSG00000067829.20	HGNC
Tmc3	transmembrane channel-like 3	1308063	293065	ENSRNOG00000025088	D3ZHV6	LOC293065;Stard5	TMC3	1352795	342125	ENSG00000188869.13	HGNC
Fmn1	formin 1	1306349	296512	ENSRNOG00000031760	D3ZBI5;D4A4Y9;D4A7C2	LOC102551877;LOC296053;LOC296512;LOC687921;RGD1306349;RGD1310100	FMN1	1606398	342184	ENSG00000248905.10	HGNC
Idi1	isopentenyl-diphosphate delta isomerase 1	621835	89784	ENSRNOG00000016690	A0A0H2UHN2;O35760	IPPI1;MGC108635	IDI1	735459	3422	ENSG00000067064.12	HGNC
Ids	iduronate 2-sulfatase	1560491	363513	ENSRNOG00000001465	F1LLW8;Q32KJ4	NA	IDS	1351665	3423	ENSG00000010404.18	HGNC
LOC100361104	CG10869-like	2320756	100361104	NA	NA	NA	C16orf96	5487050	342346	ENSG00000205832.8	HGNC
Zkscan2	zinc finger with KRAB and SCAN domains 2	1359568	368120	ENSRNOG00000024245	D3ZXU0;Q5RK20	LOC368120	ZKSCAN2	1605808	342357	ENSG00000155592.16	HGNC
Atxn1l	ataxin 1-like	1561758	307970	NA	NA	LOC307970;RGD1561758	ATXN1L	1626546	342371	ENSG00000224470.9	HGNC
Pkd1l3	polycystin 1 like 3, transient receptor potential channel interacting	2324490	100362565	ENSRNOG00000052310	A0A0G2JV34;A0A0G2K4Q7	LOC100362565	PKD1L3	1317476	342372	ENSG00000277481.2	HGNC
Idua	alpha-L-iduronidase	1310943	360904	ENSRNOG00000000043	D3ZE16	LOC360904	IDUA	1322129	3425	ENSG00000127415.13	RGD
Cd300e	Cd300e molecule	1585137	690076	ENSRNOG00000036726	D0V9T4	LOC690076	CD300E	1605230	342510	ENSG00000186407.7	HGNC
Smtnl2	smoothelin-like 2	1585960	679629	ENSRNOG00000015157	D3ZUC1	LOC679629	SMTNL2	1605229	342527	ENSG00000188176.12	HGNC
Krt27	keratin 27	1359115	450229	ENSRNOG00000011628	Q6IFW8	CK-27;K27;Ka40	KRT27	1345701	342574	ENSG00000171446.7	HGNC
Cfi	complement factor I	620429	79126	ENSRNOG00000053400	A0A0G2K135;Q9WUW3	FI	CFI	736809	3426	ENSG00000205403.14	HGNC
Stac2	SH3 and cysteine rich domain 2	1305548	363674	ENSRNOG00000004805	D0IN10;D4A3C3	LOC363674	STAC2	1313639	342667	ENSG00000141750.7	HGNC
Vstm2b	V-set and transmembrane domain containing 2B	1306235	361560	ENSRNOG00000017456	D4A3Q0	LOC361560;RGD1306235	VSTM2B	1626689	342865	ENSG00000187135.8	HGNC
Nccrp1	NCCRP1, F-box associated domain containing	1305932	292755	ENSRNOG00000054506	D3ZQ18	LOC292755;RGD1305932	NCCRP1	1602046	342897	ENSG00000188505.5	HGNC
Sycn	syncollin	620862	245917	ENSRNOG00000019879	O35775	Syl	SYCN	1604473	342898	ENSG00000179751.7	HGNC
Ifi27	interferon, alpha-inducible protein 27	69404	170512	ENSRNOG00000009263	D3ZIG6;G3V761;Q6P9X5	IRG1;Ifi27l;Ifi27l1;isg12(a)	IFI27	1351661	3429	ENSG00000165949.13	RGD
Ifi27	interferon, alpha-inducible protein 27	69404	170512	ENSRNOG00000009263	D3ZIG6;G3V761;Q6P9X5	IRG1;Ifi27l;Ifi27l1;isg12(a)	IFI27	1351661	3429	ENSG00000275214.4	RGD
RGD1309036	hypothetical LOC292874	1309036	292874	ENSRNOG00000037298	D3ZL07	LOC100363340;LOC292874	C19orf81	5489342	342918	ENSG00000235034.7	HGNC
Rfpl4a	ret finger protein-like 4A	1307409	292583	ENSRNOG00000015743	D4ABM4	LOC292583;Rfpl4	RFPL4A	1349182	342931	ENSG00000223638.4	HGNC
Zscan5b	zinc finger and SCAN domain containing 5B	1559143	292566	ENSRNOG00000049014	M0RB12	LOC292566;RGD1559143	ZSCAN5B	2293895	342933	ENSG00000197213.10	RGD
Zscan22	zinc finger and SCAN domain containing 22	7606541	102553002	ENSRNOG00000031113	D4ADL6	AZF4;LOC100360337;LOC102553002;LOC102553294;LOC308363;Zfp128;Znf128	ZSCAN22	1315325	342945	ENSG00000182318.6	HGNC
Nanos3	nanos C2HC-type zinc finger 3	1306672	288909	ENSRNOG00000031593	D4A138	LOC288909	NANOS3	1315421	342977	ENSG00000187556.8	HGNC
Nanos3	nanos C2HC-type zinc finger 3	1306672	288909	ENSRNOG00000031593	D4A138	LOC288909	NANOS3	1315421	342977	ENSG00000288505.1	HGNC
Palm3	paralemmin 3	2323602	100359592	ENSRNOG00000005729	D4A1J3	LOC100359592	PALM3	2803038	342979	ENSG00000187867.10	HGNC
Palm3	paralemmin 3	2323602	100359592	ENSRNOG00000005729	D4A1J3	LOC100359592	PALM3	2803038	342979	ENSG00000288318.1	HGNC
Aqp8	aquaporin 8	2146	29172	ENSRNOG00000014652	A0A0H2UHM1;P56405	AQP-8;MGC93492	AQP8	737411	343	ENSG00000103375.11	HGNC
Ifi35	interferon-induced protein 35	1304553	287719	ENSRNOG00000020678	Q5M849	LOC287719;MGC108976	IFI35	1312056	3430	ENSG00000068079.8	HGNC
Rd3	RD3 regulator of GUCY2D	1593897	684158	ENSRNOG00000050766	M0R688	LOC684158	RD3	1603852	343035	ENSG00000198570.7	HGNC
Aadacl4	arylacetamide deacetylase-like 4	1565761	313688	ENSRNOG00000037030	D3ZTU9	LOC313688;RGD1565761	AADACL4	1603850	343066	ENSG00000204518.3	RGD
Ccdc18	coiled-coil domain containing 18	1564165	305628	ENSRNOG00000024545	D4A317	LOC305628;RGD1564165	CCDC18	1601798	343099	ENSG00000122483.18	HGNC
Sp110	SP110 nuclear body protein	1310173	301570	ENSRNOG00000033747	Q3KRF1;R9PXZ9	LOC301570;MGC124651	SP110	1320919	3431	ENSG00000135899.19	HGNC
Olr1433	olfactory receptor 1433	1332706	363606	ENSRNOG00000038413	D3ZAR4	NA	OR2W3	1343372	343171	ENSG00000238243.3	HGNC
Mybphl	myosin binding protein H-like	1310511	310782	ENSRNOG00000037082	Q5PQM4	LOC310782;RGD1310511	MYBPHL	1606910	343263	ENSG00000221986.7	HGNC
Ifit2	interferon-induced protein with tetratricopeptide repeats 2	1307804	294091	ENSRNOG00000036604	Q4V8H9	LOC294091	IFIT2	1317209	3433	ENSG00000119922.11	HGNC
Olr1088	olfactory receptor 1088	1333182	299582	NA	NA	Olfr1403;ratchr7-12667646-12666672_ORF	OR10R2	1354093	343406	ENSG00000198965.5	HGNC
Fcrl6	Fc receptor-like 6	1563939	305103	ENSRNOG00000000055	F1LME1;P23505	Gp42;LOC305103	FCRL6	1606397	343413	ENSG00000181036.14	HGNC
Kcnt2	potassium sodium-activated channel subfamily T member 2	735074	304827	ENSRNOG00000013312	A0A0G2K0H1;Q6UVM4	Slick	KCNT2	1351112	343450	ENSG00000162687.19	HGNC
Barhl2	BarH-like homeobox 2	620726	65050	ENSRNOG00000002117	O88181	Barh;LOC65050;MBH1	BARHL2	1344726	343472	ENSG00000143032.8	HGNC
Dynlt4	dynein light chain Tctex-type 4	1565942	102551208	ENSRNOG00000018463	G3V8D8	LOC102551208;N22.1;Tctex1d4	TCTEX1D4	1606104	343521	ENSG00000188396.4	HGNC
LOC103690286	olfactory receptor 2T29-like	9196653	103690286	ENSRNOG00000049799	D3ZCW9	NA	OR2T29	1342637	343563	ENSG00000182783.6	HGNC
LOC103690286	olfactory receptor 2T29-like	9196653	103690286	ENSRNOG00000069306	D3ZCW9	NA	OR2T29	1342637	343563	ENSG00000182783.6	HGNC
Arhgap40	Rho GTPase activating protein 40	1562428	296323	ENSRNOG00000015359	D3ZWF9	LOC296323;RGD1562428	ARHGAP40	1343259	343578	ENSG00000124143.11	HGNC
Rspo4	R-spondin 4	1563415	499918	ENSRNOG00000009662	D4ACX0	LOC499918;RGD1563415	RSPO4	1344766	343637	ENSG00000101282.9	HGNC
Tgm6	transglutaminase 6	1565348	296152	ENSRNOG00000006830	A0A0B5AG44;F1M4T7	LOC296152;RGD1565348	TGM6	1349690	343641	ENSG00000166948.10	HGNC
Ifit3	interferon-induced protein with tetratricopeptide repeats 3	1359681	309526	ENSRNOG00000022839	Q6AYE7	MGC94037;ORF	IFIT3	1353716	3437	ENSG00000119917.15	HGNC
Xkr7	XK related 7	1359224	311549	ENSRNOG00000009180	Q5GH56	LOC311549	XKR7	1605535	343702	ENSG00000260903.3	HGNC
Msgn1	mesogenin 1	1587516	689864	ENSRNOG00000028518	D3ZVR2	LOC689864	MSGN1	1602271	343930	ENSG00000151379.4	HGNC
Cracdl	CRACD like	1310819	301351	ENSRNOG00000018366	D3ZBU7	LOC301351;RGD1310819	KIAA1211L	1602270	343990	ENSG00000196872.12	HGNC
Apoc2	apolipoprotein C2	2135	292697	ENSRNOG00000018402	G3V8D4	LOC292697;RGD1560725	APOC2	1352001	344	ENSG00000234906.11	HGNC
Figla	folliculogenesis specific bHLH transcription factor	1564754	500239	ENSRNOG00000015877	D4AD65	LOC500239;RGD1564754	FIGLA	1602165	344018	ENSG00000183733.6	HGNC
Noto	notochord homeobox	1562910	502857	ENSRNOG00000037863	F1M4Z8	LOC502857;RGD1562910	NOTO	1348141	344022	ENSG00000214513.4	HGNC
Ifna4	interferon, alpha 4	1306334	298205	ENSRNOG00000033823	D3ZFH0	If1ai2;LOC298205	IFNA4	1314896	3441	ENSG00000236637.4	HGNC
Ifna4	interferon, alpha 4	1306334	298205	ENSRNOG00000063201	D3ZFH0	If1ai2;LOC298205	IFNA4	1314896	3441	ENSG00000236637.4	HGNC
Nckap5	NCK-associated protein 5	1564507	363974	ENSRNOG00000021553	F1LU96	LOC363974;Nap5;RGD1564507	NCKAP5	1625092	344148	ENSG00000176771.18	HGNC
Foxi3	forkhead box I3	1561816	502846	ENSRNOG00000006491	D3ZLN2	LOC502846;RGD1561816	FOXI3	2302532	344167	ENSG00000214336.5	HGNC
Evx2	even-skipped homeobox 2	1305594	288155	ENSRNOG00000001589	D4ACC8	LOC288155	EVX2	1348415	344191	ENSG00000174279.5	HGNC
Cdkl4	cyclin-dependent kinase-like 4	1583704	503009	ENSRNOG00000040266	F1LYD6	LOC503009	CDKL4	1603844	344387	ENSG00000205111.9	HGNC
Prorsd1	prolyl-tRNA synthetase associated domain containing 1	1308179	289864	ENSRNOG00000004145	B2RZA5	LOC289864;Ncrna00117;Prorsd1p;RGD1308179	PRORSD1P	2303855	344405	ENSG00000162997.15	HGNC
Sh3rf3	SH3 domain containing ring finger 3	1589772	294557	ENSRNOG00000046791	M0R6D9	LOC294557;Sh3md4	SH3RF3	1344960	344558	ENSG00000172985.11	HGNC
Lrriq4	leucine-rich repeats and IQ motif containing 4	2323202	100363341	ENSRNOG00000009004	F1LVF0;F1M0Y2	LOC100363341	LRRIQ4	2293898	344657	ENSG00000188306.7	HGNC
Samd7	sterile alpha motif domain containing 7	1308931	310257	ENSRNOG00000027995	D4A5C9	LOC310257	SAMD7	1318984	344658	ENSG00000187033.9	HGNC
Ifna1	interferon, alpha 1	1306135	690894	ENSRNOG00000061730	D3ZLZ2	If1ai3;Ifna5;LOC366284;LOC680208	IFNA13	1352734	3447	ENSG00000233816.3	HGNC
