assay	feature_ID	ensembl_gene	entrez_gene	gene_symbol	human_gene_symbol	human_ensembl_gene	human_entrez_gene	mouse_gene_symbol	mouse_entrez_gene	ortholog_source
transcript-rna-seq	ENSRNOG00000041435	ENSRNOG00000041435	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041437	ENSRNOG00000041437	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041438	ENSRNOG00000041438	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041441	ENSRNOG00000041441	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041443	ENSRNOG00000041443	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041444	ENSRNOG00000041444	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041447	ENSRNOG00000041447	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041449	ENSRNOG00000041449	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041450	ENSRNOG00000041450	NA	NA	MIR1251	ENSG00000221479	100302289	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000041453	ENSRNOG00000041453	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041456	ENSRNOG00000041456	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041461	ENSRNOG00000041461	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041466	ENSRNOG00000041466	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041468	ENSRNOG00000041468	NA	Mir1188	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041469	ENSRNOG00000041469	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041470	ENSRNOG00000041470	NA	Mir1199	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041471	ENSRNOG00000041471	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041473	ENSRNOG00000041473	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041475	ENSRNOG00000041475	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041485	ENSRNOG00000041485	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041490	ENSRNOG00000041490	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041492	ENSRNOG00000041492	100526607	Mir1249	MIR1249	NA	100302149	Mir1249	100526461	RGD
transcript-rna-seq	ENSRNOG00000041503	ENSRNOG00000041503	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041504	ENSRNOG00000041504	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041506	ENSRNOG00000041506	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041515	ENSRNOG00000041515	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041518	ENSRNOG00000041518	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041520	ENSRNOG00000041520	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041521	ENSRNOG00000041521	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041523	ENSRNOG00000041523	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041525	ENSRNOG00000041525	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041530	ENSRNOG00000041530	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041535	ENSRNOG00000041535	100314125	Mir1224	MIR1224	NA	100187716	Mir1224	100316739	RGD
transcript-rna-seq	ENSRNOG00000041538	ENSRNOG00000041538	NA	Mir1298	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041539	ENSRNOG00000041539	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041541	ENSRNOG00000041541	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041542	ENSRNOG00000041542	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041549	ENSRNOG00000041549	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041552	ENSRNOG00000041552	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041554	ENSRNOG00000041554	102465144	Mir1306	MIR1306	NA	100302197	Mir1306	100316814	RGD
transcript-rna-seq	ENSRNOG00000041560	ENSRNOG00000041560	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041563	ENSRNOG00000041563	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041566	ENSRNOG00000041566	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041572	ENSRNOG00000041572	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041575	ENSRNOG00000041575	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041577	ENSRNOG00000041577	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041579	ENSRNOG00000041579	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041583	ENSRNOG00000041583	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041589	ENSRNOG00000041589	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041600	ENSRNOG00000041600	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041601	ENSRNOG00000041601	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041603	ENSRNOG00000041603	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041604	ENSRNOG00000041604	NA	Mir1193	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041606	ENSRNOG00000041606	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041608	ENSRNOG00000041608	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041609	ENSRNOG00000041609	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041610	ENSRNOG00000041610	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041612	ENSRNOG00000041612	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041613	ENSRNOG00000041613	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041621	ENSRNOG00000041621	NA	NA	MIR1225	ENSG00000221656	100188847	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000041622	ENSRNOG00000041622	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041624	ENSRNOG00000041624	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041626	ENSRNOG00000041626	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041628	ENSRNOG00000041628	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041637	ENSRNOG00000041637	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041639	ENSRNOG00000041639	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041641	ENSRNOG00000041641	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041648	ENSRNOG00000041648	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041652	ENSRNOG00000041652	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041670	ENSRNOG00000041670	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041673	ENSRNOG00000041673	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041675	ENSRNOG00000041675	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041679	ENSRNOG00000041679	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041705	ENSRNOG00000041705	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041708	ENSRNOG00000041708	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041717	ENSRNOG00000041717	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041720	ENSRNOG00000041720	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041721	ENSRNOG00000041721	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041723	ENSRNOG00000041723	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041725	ENSRNOG00000041725	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041728	ENSRNOG00000041728	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041730	ENSRNOG00000041730	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041735	ENSRNOG00000041735	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041737	ENSRNOG00000041737	NA	NA	RNA5SP533	ENSG00000252830	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000041737	ENSRNOG00000041737	NA	NA	RNA5SP529	ENSG00000276442	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000041737	ENSRNOG00000041737	NA	NA	5S_rRNA	ENSG00000276861	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000041744	ENSRNOG00000041744	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041746	ENSRNOG00000041746	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041749	ENSRNOG00000041749	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041758	ENSRNOG00000041758	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041762	ENSRNOG00000041762	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041764	ENSRNOG00000041764	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041777	ENSRNOG00000041777	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041787	ENSRNOG00000041787	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041792	ENSRNOG00000041792	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041822	ENSRNOG00000041822	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041826	ENSRNOG00000041826	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041834	ENSRNOG00000041834	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041845	ENSRNOG00000041845	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041847	ENSRNOG00000041847	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041851	ENSRNOG00000041851	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041852	ENSRNOG00000041852	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041857	ENSRNOG00000041857	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041864	ENSRNOG00000041864	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041865	ENSRNOG00000041865	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041867	ENSRNOG00000041867	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041870	ENSRNOG00000041870	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041875	ENSRNOG00000041875	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041877	ENSRNOG00000041877	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041881	ENSRNOG00000041881	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041892	ENSRNOG00000041892	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041894	ENSRNOG00000041894	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041897	ENSRNOG00000041897	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041898	ENSRNOG00000041898	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041899	ENSRNOG00000041899	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041913	ENSRNOG00000041913	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041930	ENSRNOG00000041930	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041942	ENSRNOG00000041942	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041962	ENSRNOG00000041962	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041964	ENSRNOG00000041964	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041968	ENSRNOG00000041968	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041970	ENSRNOG00000041970	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041974	ENSRNOG00000041974	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041989	ENSRNOG00000041989	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041998	ENSRNOG00000041998	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041999	ENSRNOG00000041999	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042007	ENSRNOG00000042007	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042010	ENSRNOG00000042010	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042015	ENSRNOG00000042015	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042018	ENSRNOG00000042018	NA	RGD1306750	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042023	ENSRNOG00000042023	405927	Olr334	OR5AN1	ENSG00000176495	390195	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042025	ENSRNOG00000042025	303556	Lrrc37a	LRRC37A3	NA	374819	Lrrc37a	237954	RGD
transcript-rna-seq	ENSRNOG00000042026	ENSRNOG00000042026	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042029	ENSRNOG00000042029	290212	Efs	EFS	NA	10278	Efs	13644	RGD
transcript-rna-seq	ENSRNOG00000042030	ENSRNOG00000042030	292545	Nlrp4a	NLRP4	ENSG00000160505	147945	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042032	ENSRNOG00000042032	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042034	ENSRNOG00000042034	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042036	ENSRNOG00000042036	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042037	ENSRNOG00000042037	688495	Smim7	SMIM7	NA	79086	Smim7	66818	RGD
transcript-rna-seq	ENSRNOG00000042041	ENSRNOG00000042041	683713	Gal3st1	GAL3ST1	NA	9514	Gal3st1	53897	RGD
transcript-rna-seq	ENSRNOG00000042044	ENSRNOG00000042044	363675	Stard3	STARD3	NA	10948	Stard3	59045	RGD
transcript-rna-seq	ENSRNOG00000042047	ENSRNOG00000042047	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042054	ENSRNOG00000042054	NA	RGD1565959	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042056	ENSRNOG00000042056	689933	Syce3	SYCE3	NA	644186	Syce3	75459	RGD
transcript-rna-seq	ENSRNOG00000042059	ENSRNOG00000042059	308760	Rccd1	RCCD1	NA	91433	Rccd1	269955	RGD
transcript-rna-seq	ENSRNOG00000042061	ENSRNOG00000042061	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042062	ENSRNOG00000042062	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042065	ENSRNOG00000042065	503229	Iqcf6	IQCF6	NA	440956	Iqcf6	100041096	RGD
transcript-rna-seq	ENSRNOG00000042068	ENSRNOG00000042068	310677	Otud7b	OTUD7B	NA	56957	Otud7b	229603	RGD
transcript-rna-seq	ENSRNOG00000042070	ENSRNOG00000042070	364867	Ticam2	TICAM2	NA	353376	Ticam2	225471	RGD
transcript-rna-seq	ENSRNOG00000042078	ENSRNOG00000042078	298702	Icam4	ICAM4	NA	3386	Icam4	78369	RGD
transcript-rna-seq	ENSRNOG00000042080	ENSRNOG00000042080	688622	Il31ra	IL31RA	NA	133396	Il31ra	218624	RGD
transcript-rna-seq	ENSRNOG00000042083	ENSRNOG00000042083	NA	NA	IGKV4-1	ENSG00000211598	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042084	ENSRNOG00000042084	361638	Acsm2	ACSM1	NA	116285	Acsm1	117147	RGD
transcript-rna-seq	ENSRNOG00000042084	ENSRNOG00000042084	246263	Acsm2	ACSM2A	NA	123876	Acsm2	233799	RGD
transcript-rna-seq	ENSRNOG00000042084	ENSRNOG00000042084	361638	Acsm1	ACSM1	NA	116285	Acsm1	117147	RGD
transcript-rna-seq	ENSRNOG00000042084	ENSRNOG00000042084	246263	Acsm1	ACSM2A	NA	123876	Acsm2	233799	RGD
transcript-rna-seq	ENSRNOG00000042086	ENSRNOG00000042086	171111	Rab26	RAB26	NA	25837	Rab26	328778	RGD
transcript-rna-seq	ENSRNOG00000042090	ENSRNOG00000042090	NA	Vom1r107	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042094	ENSRNOG00000042094	363004	Prr13	PRR13	NA	54458	Prr13	66151	RGD
transcript-rna-seq	ENSRNOG00000042099	ENSRNOG00000042099	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042101	ENSRNOG00000042101	NA	Zfp93	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042103	ENSRNOG00000042103	NA	NA	DPPA3	ENSG00000187569	359787	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042105	ENSRNOG00000042105	686125	Lce1l	NA	NA	NA	Lce1b	68720	RGD
transcript-rna-seq	ENSRNOG00000042111	ENSRNOG00000042111	316153	Sult1c2a	SULT1C2	ENSG00000198203	6819	NA	NA	RGD
transcript-rna-seq	ENSRNOG00000042112	ENSRNOG00000042112	NA	NA	TRBV12-3	ENSG00000274752	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042112	ENSRNOG00000042112	NA	NA	TRBV12-4	ENSG00000276953	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042114	ENSRNOG00000042114	306622	Erich1	ERICH1	NA	157697	Erich1	234086	RGD
transcript-rna-seq	ENSRNOG00000042118	ENSRNOG00000042118	310137	Cplane1	CPLANE1	NA	65250	Cplane1	73692	RGD
transcript-rna-seq	ENSRNOG00000042119	ENSRNOG00000042119	691058	Trav12-3	TRAV12-3	NA	28672	Trav7d-6	320734	RGD
transcript-rna-seq	ENSRNOG00000042120	ENSRNOG00000042120	NA	RGD1564129	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042126	ENSRNOG00000042126	306222	Lsm5	LSM5	NA	23658	Lsm5	66373	RGD
transcript-rna-seq	ENSRNOG00000042133	ENSRNOG00000042133	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042137	ENSRNOG00000042137	498840	Sting1	STING1	NA	340061	Sting1	72512	RGD
transcript-rna-seq	ENSRNOG00000042139	ENSRNOG00000042139	362430	Clec4a1	ZNF705A	NA	440077	NA	NA	RGD
transcript-rna-seq	ENSRNOG00000042140	ENSRNOG00000042140	316052	Eomes	EOMES	NA	8320	Eomes	13813	RGD
transcript-rna-seq	ENSRNOG00000042147	ENSRNOG00000042147	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042149	ENSRNOG00000042149	103692087	Atp6v1fnb	ATP6V1FNB	NA	100130705	Atp6v1fnb	668210	RGD
transcript-rna-seq	ENSRNOG00000042152	ENSRNOG00000042152	365960	Gipc2	GIPC2	NA	54810	Gipc2	54120	RGD
transcript-rna-seq	ENSRNOG00000042156	ENSRNOG00000042156	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042158	ENSRNOG00000042158	361516	Igfl3	CEACAM7	ENSG00000007306	1087	Ceacam11	66996	RGD
transcript-rna-seq	ENSRNOG00000042160	ENSRNOG00000042160	108349010	Tmem167b	TMEM167B	ENSG00000215717	56900	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042160	ENSRNOG00000042160	499690	Tmem167b	TMEM167B	ENSG00000215717	56900	Tmem167b	67495	RGD
transcript-rna-seq	ENSRNOG00000042160	ENSRNOG00000042160	108349010	LOC108349010	TMEM167B	ENSG00000215717	56900	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042160	ENSRNOG00000042160	499690	LOC108349010	TMEM167B	ENSG00000215717	56900	Tmem167b	67495	RGD
transcript-rna-seq	ENSRNOG00000042162	ENSRNOG00000042162	296366	Wfdc3	WFDC3	NA	140686	Wfdc3	71856	RGD
transcript-rna-seq	ENSRNOG00000042163	ENSRNOG00000042163	100361234	Btbd19	BTBD19	NA	149478	Btbd19	78611	RGD
transcript-rna-seq	ENSRNOG00000042164	ENSRNOG00000042164	NA	Prb3	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042165	ENSRNOG00000042165	315652	Colca2	COLCA2	NA	120376	Colca2	100502940	RGD
transcript-rna-seq	ENSRNOG00000042166	ENSRNOG00000042166	100909622	Znf442	ZNF442	NA	79973	Gm2026	100039060	RGD
transcript-rna-seq	ENSRNOG00000042179	ENSRNOG00000042179	307642	Cfap20	CFAP20	NA	29105	Cfap20	14894	RGD
transcript-rna-seq	ENSRNOG00000042181	ENSRNOG00000042181	100361043	Dytn	DYTN	NA	391475	Dytn	241073	RGD
transcript-rna-seq	ENSRNOG00000042182	ENSRNOG00000042182	301596	Mroh2a	MROH2A	NA	339766	Mroh2a	100040766	RGD
transcript-rna-seq	ENSRNOG00000042186	ENSRNOG00000042186	100126231	Mln	MLN	NA	4295	NA	NA	RGD
transcript-rna-seq	ENSRNOG00000042189	ENSRNOG00000042189	246324	Rab31	RAB31	NA	11031	Rab31	106572	RGD
transcript-rna-seq	ENSRNOG00000042193	ENSRNOG00000042193	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042195	ENSRNOG00000042195	116697	Pabpn1	PABPN1	NA	8106	Pabpn1	54196	RGD
transcript-rna-seq	ENSRNOG00000042197	ENSRNOG00000042197	NA	NA	IGHV1-69	ENSG00000211973	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042197	ENSRNOG00000042197	NA	NA	IGHV1-69D	ENSG00000280411	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042201	ENSRNOG00000042201	289280	Efcab2	EFCAB2	NA	84288	Efcab2	68226	RGD
transcript-rna-seq	ENSRNOG00000042206	ENSRNOG00000042206	100912252	LOC100912252	C9orf153	NA	389766	4921517D22Rik	70900	RGD
transcript-rna-seq	ENSRNOG00000042208	ENSRNOG00000042208	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042211	ENSRNOG00000042211	100362471	Tmem240	TMEM240	NA	339453	Tmem240	381582	RGD
transcript-rna-seq	ENSRNOG00000042213	ENSRNOG00000042213	363872	Zscan25	ZSCAN25	NA	221785	Zscan25	666311	RGD
transcript-rna-seq	ENSRNOG00000042216	ENSRNOG00000042216	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042220	ENSRNOG00000042220	689704	Vsx1	VSX1	NA	30813	Vsx1	114889	RGD
transcript-rna-seq	ENSRNOG00000042222	ENSRNOG00000042222	NA	RGD1563562	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042224	ENSRNOG00000042224	313373	Cyp2j10	CYP2J2	ENSG00000134716	1573	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042226	ENSRNOG00000042226	NA	LOC108350575	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042227	ENSRNOG00000042227	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042228	ENSRNOG00000042228	NA	NA	PZP	ENSG00000126838	5858	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042229	ENSRNOG00000042229	312312	Gimap1	GIMAP1	NA	170575	Gimap1	16205	RGD
transcript-rna-seq	ENSRNOG00000042230	ENSRNOG00000042230	NA	RGD1307182	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042232	ENSRNOG00000042232	NA	RGD1559600	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042233	ENSRNOG00000042233	124440	Rpl41	RPL41	NA	6171	Rpl41	67945	RGD
transcript-rna-seq	ENSRNOG00000042235	ENSRNOG00000042235	NA	NA	CFAP74	ENSG00000142609	85452	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042237	ENSRNOG00000042237	689029	Tm6sf2	TM6SF2	NA	53345	Tm6sf2	107770	RGD
transcript-rna-seq	ENSRNOG00000042245	ENSRNOG00000042245	303602	Dcaf7	DCAF7	NA	10238	Dcaf7	71833	RGD
transcript-rna-seq	ENSRNOG00000042246	ENSRNOG00000042246	690918	Tmem215	TMEM215	NA	401498	Tmem215	320500	RGD
transcript-rna-seq	ENSRNOG00000042248	ENSRNOG00000042248	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000042250	ENSRNOG00000042250	24257	Cgm4	CEACAM4	ENSG00000105352	1089	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042250	ENSRNOG00000042250	308394	Cgm4	CEACAM4	ENSG00000105352	1089	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000042250	ENSRNOG00000042250	24257	Cgm4	AC243967.1	ENSG00000267881	NA	NA	NA	ensembl
